stock_code,total_units,total_revenue,active_months,avg_monthly_units,std_monthly_units,avg_unit_price,total_orders,description,demand_cv,sku_class,recommended_action
20703,1,4.25,1,1.0,0.0,4.25,1,BLUE PADDED SOFT MOBILE,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
20704,216,697.7,13,16.615384615384617,25.47396861352932,6.884717948717949,44,MR ROBOT SOFT TOY,1.533155518406857,Regular,Maintain standard replenishment review
20705,143,428.85,13,11.0,18.565200420859092,5.924358974358975,28,MRS ROBOT SOFT TOY,1.6877454928053721,Regular,Maintain standard replenishment review
20707,464,468.39,13,35.69230769230769,31.02521720414061,1.464875905140611,149,CRAZY DAISY HEART DECORATION,0.8692409992539395,Regular,Maintain standard replenishment review
20711,5007,11014.619999999999,13,385.15384615384613,268.0437918679975,3.186355487252133,522,JUMBO BAG TOYS,0.6959395434958994,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
20712,9773,22092.420000000002,13,751.7692307692307,378.77943314593915,2.9399654049376505,863,JUMBO BAG WOODLAND ANIMALS,0.5038506733753412,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
20713,11429,23001.06,11,1039.0,483.1949916958991,2.7827219995429386,657,JUMBO BAG OWLS,0.4650577398420588,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
20716,400,469.63000000000005,7,57.142857142857146,32.62631132194062,1.425300453514739,73,PARTY FOOD SHOPPER BAG,0.5709604481339609,Regular,Maintain standard replenishment review
20717,2855,3561.98,13,219.6153846153846,173.2101510023486,1.71643870250114,412,STRAWBERRY SHOPPER BAG,0.7886977103434437,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
20718,4769,6604.29,13,366.84615384615387,117.492443837782,1.756500856034879,575,RED RETROSPOT SHOPPER BAG,0.320277158710666,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
20719,13290,16744.45,13,1022.3076923076923,320.1599560155789,1.223159142188765,833,WOODLAND CHARLOTTE BAG,0.31317377187377926,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
20723,9793,12548.15,13,753.3076923076923,263.2933676261091,1.2353827349275215,722,STRAWBERRY CHARLOTTE BAG,0.34951636670472974,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
20724,17761,21773.39,13,1366.2307692307693,467.11600162524826,1.1616554447923437,1032,RED RETROSPOT CHARLOTTE BAG,0.34190124548889295,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
20725,19432,35862.36,13,1494.7692307692307,548.2856849377815,2.1663888748716946,1565,LUNCH BAG RED RETROSPOT,0.36680289749851586,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
20726,9909,18283.78,13,762.2307692307693,324.4369876792086,2.1901425762876547,1017,LUNCH BAG WOODLAND,0.425641420913282,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
20727,12195,22346.96,13,938.0769230769231,397.37942857728586,2.151339887630258,1273,LUNCH BAG  BLACK SKULL.,0.42361070697045644,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
20728,11786,21699.48,13,906.6153846153846,420.5443968757517,2.1173711673224958,1150,LUNCH BAG CARS BLUE,0.46386196838492894,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
20731,92,109.96,6,15.333333333333334,19.27347054027029,1.175,16,POSY CANDY BAG,1.2569654700176274,Regular,Maintain standard replenishment review
20733,1234,956.36,13,94.92307692307692,177.66938469080782,0.8410503200503201,205,GOLD MINI TAPE MEASURE,1.8717196118156416,Regular,Maintain standard replenishment review
20734,158,271.22,5,31.6,28.307242889409064,1.7581785714285711,26,SILVER MINI TAPE MEASURE,0.8957988256142109,Regular,Maintain standard replenishment review
20735,623,625.8,12,51.916666666666664,61.18148610833381,1.026670444139194,112,BLACK MINI TAPE MEASURE,1.1784555911717587,Regular,Maintain standard replenishment review
20748,57,751.1700000000001,11,5.181818181818182,3.6556307750696546,13.675,34,KENSINGTON COFFEE SET,0.7054726057151965,Long-Tail,Limit stock and avoid excessive local warehouse space
20749,1762,12550.57,13,135.53846153846155,70.01382647331809,8.047042989246785,383,ASSORTED COLOUR MINI CASES,0.5165605812446851,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
20750,1747,12634.98,13,134.3846153846154,49.58080687379352,8.139401954781635,385,RED RETROSPOT MINI CASES,0.3689470459984635,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
20751,971,2041.52,13,74.6923076923077,37.294737375364846,2.3568038641302973,198,FUNKY WASHING UP GLOVES ASSORTED,0.4993116229451524,Regular,Maintain standard replenishment review
20752,407,920.45,12,33.916666666666664,16.030983258753164,2.3798069933287325,148,BLUE POLKADOT WASHING UP GLOVES,0.47265798305906137,Regular,Maintain standard replenishment review
20754,1457,3088.86,12,121.41666666666667,76.07945408146232,2.4681535777926333,304,RETROSPOT RED WASHING UP GLOVES,0.6265981118583032,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
20755,306,271.16999999999996,11,27.818181818181817,22.524733879973727,0.9212360446570973,62,BLUE PAISLEY POCKET BOOK,0.809712655816049,Regular,Maintain standard replenishment review
20756,63,53.55,8,7.875,5.409977554746151,0.85,22,GREEN FERN POCKET BOOK,0.686981276793162,Long-Tail,Limit stock and avoid excessive local warehouse space
20757,158,136.64,11,14.363636363636363,17.81164072887575,1.0095454545454545,33,RED DAISY POCKET BOOK,1.2400509368204637,Regular,Maintain standard replenishment review
20758,159,135.15,13,12.23076923076923,8.613495672043245,0.8499999999999999,42,ABSTRACT CIRCLES POCKET BOOK,0.7042480738148565,Regular,Maintain standard replenishment review
20759,64,54.4,11,5.818181818181818,6.925578413651553,0.85,20,CHRYSANTHEMUM POCKET BOOK,1.1903337898463606,Long-Tail,Limit stock and avoid excessive local warehouse space
20760,69,58.650000000000006,8,8.625,5.125217765408329,0.85,21,GARDEN PATH POCKET BOOK,0.5942281467140091,Long-Tail,Limit stock and avoid excessive local warehouse space
20761,120,505.97,13,9.23076923076923,4.746118522081073,4.275362637362638,63,BLUE PAISLEY SKETCHBOOK,0.5141628398921162,Regular,Maintain standard replenishment review
20762,106,420.08,12,8.833333333333334,4.468746688915917,4.020416666666667,56,GREEN FERN SKETCHBOOK,0.5058958515753867,Regular,Maintain standard replenishment review
20763,73,205.04000000000002,12,6.083333333333333,7.178988702308897,3.7775555555555553,27,DAISY SKETCHBOOK,1.180107731886394,Long-Tail,Limit stock and avoid excessive local warehouse space
20764,142,603.3100000000001,13,10.923076923076923,5.589596563580394,4.486014957264957,76,ABSTRACT CIRCLES SKETCHBOOK,0.5117236290601769,Regular,Maintain standard replenishment review
20765,102,416.05,13,7.846153846153846,3.6707436541331746,4.3342513597513594,59,CHRYSANTHEMUM SKETCHBOOK,0.4678398774875615,Regular,Maintain standard replenishment review
20766,122,493.57,13,9.384615384615385,7.041998550819475,4.361898046398046,57,GARDEN PATH SKETCHBOOK,0.7503768947594522,Regular,Maintain standard replenishment review
20767,250,656.06,13,19.23076923076923,13.28629523327105,2.898575655114117,79,BLUE PAISLEY JOURNAL,0.6908873521300946,Regular,Maintain standard replenishment review
20768,176,438.57,13,13.538461538461538,13.086987077598524,2.681290823211876,55,GREEN FERN JOURNAL,0.9666524545953455,Regular,Maintain standard replenishment review
20769,80,217.56,10,8.0,4.546060565661952,2.9623214285714283,34,DAISY JOURNAL,0.568257570707744,Long-Tail,Limit stock and avoid excessive local warehouse space
20770,184,447.25,12,15.333333333333334,14.87727573628093,2.510329365079365,72,ABSTRACT CIRCLE JOURNAL,0.9702571132357128,Regular,Maintain standard replenishment review
20771,102,267.13,11,9.272727272727273,7.656251159554643,2.8021239669421485,40,CHRYSANTHEMUM  JOURNAL,0.8256741446578536,Regular,Maintain standard replenishment review
20772,247,621.1899999999999,12,20.583333333333332,27.477125472698635,2.7573096001221002,65,GARDEN PATH JOURNAL,1.334921075596695,Regular,Maintain standard replenishment review
20773,56,92.39999999999999,10,5.6,4.857983120596447,1.65,23,BLUE PAISLEY NOTEBOOK,0.8674969858207943,Long-Tail,Limit stock and avoid excessive local warehouse space
20774,86,141.23999999999998,11,7.818181818181818,11.504939650586454,1.6449999999999998,44,GREEN FERN NOTEBOOK,1.4715620483308256,Long-Tail,Limit stock and avoid excessive local warehouse space
20775,134,233.54,12,11.166666666666666,13.992422191596377,1.7496343073593073,63,DAISY NOTEBOOK,1.253052733575795,Regular,Maintain standard replenishment review
20777,169,282.49,12,14.083333333333334,15.900019058498204,1.760174963924964,80,CHRYSANTHEMUM NOTEBOOK,1.1289954361063812,Regular,Maintain standard replenishment review
20778,15,24.75,4,3.75,1.2583057392117916,1.65,8,GARDEN PATH NOTEBOOK,0.33554819712314443,Long-Tail,Limit stock and avoid excessive local warehouse space
20780,47,312.7,8,5.875,10.232127274981902,7.956121794871795,28,BLACK EAR MUFF HEADPHONES,1.7416386851033026,Long-Tail,Limit stock and avoid excessive local warehouse space
20781,35,212.26,11,3.1818181818181817,3.5161962919661303,6.027194805194805,25,GOLD EAR MUFF HEADPHONES,1.1050902631893553,Long-Tail,Limit stock and avoid excessive local warehouse space
20782,53,368.08,9,5.888888888888889,6.293735862833069,6.954259259259259,27,CAMOUFLAGE EAR MUFF HEADPHONES,1.0687475993490116,Long-Tail,Limit stock and avoid excessive local warehouse space
20785,14,523.3000000000001,4,3.5,5.0,39.45,5,FUSCHIA RETRO BAR STOOL,1.4285714285714286,Long-Tail,Limit stock and avoid excessive local warehouse space
20793,8,54.0,4,2.0,2.0,6.75,4,BLUE TILED TRAY,1.0,Long-Tail,Limit stock and avoid excessive local warehouse space
20794,99,282.78999999999996,12,8.25,7.8175211137314085,3.6575555555555557,27,BLUE  TILE HOOK,0.9475783168159283,Regular,Maintain standard replenishment review
20795,49,113.05000000000001,6,8.166666666666666,3.0605010483034745,2.5511111111111116,11,LARGE BLUE PROVENCAL CERAMIC BALL,0.3747552304045071,Long-Tail,Limit stock and avoid excessive local warehouse space
20796,62,103.94,7,8.857142857142858,9.317162862670363,1.8842857142857141,9,SMALL BLUE PROVENCAL CERAMIC BALL,1.051937742559557,Long-Tail,Limit stock and avoid excessive local warehouse space
20798,36,75.60000000000001,2,18.0,11.313708498984761,2.1,5,CLEAR MILKSHAKE GLASS,0.628539361054709,Long-Tail,Limit stock and avoid excessive local warehouse space
20801,1013,1157.8,6,168.83333333333334,133.91402714677304,2.1162400793650793,81,LARGE PINK GLASS SUNDAE DISH,0.7931729149858224,Regular,Maintain standard replenishment review
20802,739,984.4699999999999,12,61.583333333333336,64.9075683125044,1.998184523809524,63,SMALL GLASS SUNDAE DISH CLEAR,1.0539794583897872,Regular,Maintain standard replenishment review
20803,939,476.38,6,156.5,198.49307292699157,1.4349646464646464,40,SMALL PINK GLASS SUNDAE DISH,1.268326344581416,Regular,Maintain standard replenishment review
20816,8,15.6,1,8.0,0.0,1.95,2,GOLD FLOWER CUSHION COVER,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
20818,15,42.7,3,5.0,4.358898943540674,4.825,5,GOLD TEDDY BEAR,0.8717797887081348,Long-Tail,Limit stock and avoid excessive local warehouse space
20819,64,244.72,9,7.111111111111111,7.114148656804349,4.229887566137567,27,SILVER TEDDY BEAR,1.0004271548631116,Long-Tail,Limit stock and avoid excessive local warehouse space
20820,5,24.75,2,2.5,0.7071067811865476,4.95,2,SILVER LOOKING MIRROR,0.282842712474619,Long-Tail,Limit stock and avoid excessive local warehouse space
20821,17,84.15,6,2.8333333333333335,2.48327740429189,4.95,6,GOLDIE LOOKING MIRROR,0.8764508485736081,Long-Tail,Limit stock and avoid excessive local warehouse space
20823,164,129.56,3,54.666666666666664,46.01449047129973,0.79,8,GOLD WINE GOBLET,0.8417284842310927,Regular,Maintain standard replenishment review
20826,276,128.39999999999998,4,69.0,73.40299721401027,1.2550000000000001,8,SILVER APERITIF GLASS,1.0638115538262358,Regular,Maintain standard replenishment review
20827,88,34.32,1,88.0,0.0,0.39,2,GOLD APERITIF GLASS,0.0,Regular,Maintain standard replenishment review
20828,1128,3074.7799999999997,13,86.76923076923077,38.796807957515114,3.1588560679696633,241,GLITTER BUTTERFLY CLIPS,0.4471263328437025,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
20829,1314,2722.95,13,101.07692307692308,95.69261686816242,2.472817386836937,194,GLITTER HANGING BUTTERFLY STRING,0.9467306082847119,Regular,Maintain standard replenishment review
20830,136,409.83,10,13.6,8.579044235810887,2.8314761904761907,37,SILVER PHOTO FRAME,0.6308120761625652,Regular,Maintain standard replenishment review
20831,216,466.53000000000003,12,18.0,18.24081337899362,2.7311111111111113,39,GOLD PHOTO FRAME,1.013378521055201,Regular,Maintain standard replenishment review
20832,1067,572.67,12,88.91666666666667,88.86502362708528,0.7770785256410256,82,RED FLOCK LOVE HEART PHOTO FRAME,0.9994191973055514,Regular,Maintain standard replenishment review
20835,67,65.8,5,13.4,8.532291603080617,2.868,8,FRENCH LATTICE CUSHION COVER,0.6367381793343744,Long-Tail,Limit stock and avoid excessive local warehouse space
20836,170,141.1,6,28.333333333333332,11.272385136547928,0.83,17,FRENCH PAISLEY CUSHION COVER,0.39784888717227984,Regular,Maintain standard replenishment review
20837,141,142.47,6,23.5,15.921683328090658,1.1833333333333333,15,FRENCH FLORAL CUSHION COVER,0.6775184394932195,Regular,Maintain standard replenishment review
20838,385,461.45,9,42.77777777777778,25.518511799171293,2.0641317941317943,57,FRENCH LATTICE CUSHION COVER,0.5965366394611471,Regular,Maintain standard replenishment review
20839,575,840.44,12,47.916666666666664,41.51770341637043,3.3298923576423576,105,FRENCH PAISLEY CUSHION COVER,0.8664564191242525,Regular,Maintain standard replenishment review
20840,533,632.3199999999999,10,53.3,64.61862476613585,2.7840959706959705,74,FRENCH FLORAL CUSHION COVER,1.2123569374509542,Regular,Maintain standard replenishment review
20845,19,120.64999999999999,5,3.8,2.280350850198276,6.35,11,ZINC HEART LATTICE 2 WALL PLANTER,0.6000923289995463,Long-Tail,Limit stock and avoid excessive local warehouse space
20846,716,957.32,13,55.07692307692308,41.86976144041094,1.6261614774114774,88,ZINC HEART LATTICE T-LIGHT HOLDER,0.7602051658175171,Regular,Maintain standard replenishment review
20847,52,217.57999999999998,11,4.7272727272727275,4.31487911976475,4.659090909090909,18,ZINC HEART LATTICE CHARGER LARGE,0.9127628907194663,Long-Tail,Limit stock and avoid excessive local warehouse space
20848,21,61.95,8,2.625,1.1877349391654208,2.95,8,ZINC HEART LATTICE CHARGER SMALL,0.4524704530153984,Long-Tail,Limit stock and avoid excessive local warehouse space
20851,9,53.55,4,2.25,1.2583057392117916,5.95,7,ZINC HEART LATTICE TRAY OVAL,0.5592469952052407,Long-Tail,Limit stock and avoid excessive local warehouse space
20854,242,383.02,3,80.66666666666667,82.65792964582002,1.6904914529914528,41,BLUE PATCH PURSE PINK HEART,1.0246850782539672,Regular,Maintain standard replenishment review
20856,216,357.28999999999996,9,24.0,15.676415406590882,1.6771021999443052,61,DENIM PATCH PURSE PINK BUTTERFLY,0.6531839752746201,Regular,Maintain standard replenishment review
20857,32,52.8,3,10.666666666666666,4.509249752822894,1.6499999999999997,8,BLUE ROSE PATCH PURSE PINK BUTTERFL,0.42274216432714634,Long-Tail,Limit stock and avoid excessive local warehouse space
20860,1,2.1,1,1.0,0.0,2.1,1,GOLD COSMETICS BAG WITH BUTTERFLY,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
20861,2,4.2,1,2.0,0.0,2.1,2,GOLD COSMETIC BAG PINK STAR,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
20866,597,709.6999999999999,12,49.75,79.23971111874285,1.7373296957671958,90,BLUE ROSE FABRIC MIRROR,1.5927580124370422,Regular,Maintain standard replenishment review
20867,331,393.47,11,30.09090909090909,38.016981851416205,1.3712878787878788,62,PINK ROSE FABRIC MIRROR,1.2634042307117168,Regular,Maintain standard replenishment review
20868,458,219.35000000000002,11,41.63636363636363,80.28483384459699,0.8043073593073593,46,SILVER FABRIC MIRROR,1.9282383674466528,Regular,Maintain standard replenishment review
20869,180,86.76,10,18.0,22.9830855679176,0.8295714285714286,29,GOLD FABRIC MIRROR,1.2768380871065332,Regular,Maintain standard replenishment review
20871,2,8.42,1,2.0,0.0,4.21,1,OPULENT VELVET SET/3 CANDLES,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
20878,24,30.0,1,24.0,0.0,1.25,7,SET/9 CHRISTMAS T-LIGHTS SCENTED,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
20886,485,986.23,12,40.416666666666664,32.26723171305903,2.416562321937322,103,BOX OF 9 PEBBLE CANDLES,0.7983644959932132,Regular,Maintain standard replenishment review
20892,4,89.22,1,4.0,0.0,21.243333333333332,3,SET/3 TALL GLASS CANDLE HOLDER PINK,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
20893,268,609.02,10,26.8,44.978513388802284,2.9040999999999997,26,HANGING BAUBLE T-LIGHT HOLDER SMALL,1.6783027383881448,Regular,Maintain standard replenishment review
20894,33,108.71000000000001,8,4.125,4.4860896112315904,3.7783333333333333,15,HANGING BAUBLE T-LIGHT HOLDER LARGE,1.0875368754500825,Long-Tail,Limit stock and avoid excessive local warehouse space
20897,107,298.27,7,15.285714285714286,17.18249385968449,3.107464285714286,24,VINTAGE NOTEBOOK PARIS DAYS,1.124088383343845,Regular,Maintain standard replenishment review
20898,38,105.73000000000002,4,9.5,7.32575365861197,2.7798611111111113,13,VINTAGE NOTEBOOK TRAVELOGUE,0.7711319640644179,Long-Tail,Limit stock and avoid excessive local warehouse space
