stock_code,description,sku_class,avg_monthly_units,current_inventory,lead_time_days,safety_stock,reorder_point,recommended_replenishment_qty,inventory_risk,warehouse_strategy
21746,SMALL RED RETROSPOT WINDMILL,High-Revenue Priority,256.25,280,45,182.0,566.0,286.0,Stockout Risk,Local Warehouse Priority
23534,STOP FOR TEA WALL ART,High-Revenue Priority,462.3333333333333,23,14,93.0,309.0,286.0,Stockout Risk,Local Warehouse Priority
22556,PLASTERS IN TIN CIRCUS PARADE,High-Revenue Priority,470.2307692307692,166,21,112.0,441.0,275.0,Stockout Risk,Local Warehouse Priority
21891,TRADITIONAL WOODEN SKIPPING ROPE,High-Revenue Priority,625.3846153846154,130,14,112.0,404.0,274.0,Stockout Risk,Local Warehouse Priority
21877,HOME SWEET HOME MUG,High-Revenue Priority,416.2307692307692,167,21,149.0,440.0,273.0,Stockout Risk,Local Warehouse Priority
22174,PHOTO CUBE,High-Revenue Priority,247.53846153846155,120,30,145.0,393.0,273.0,Stockout Risk,Local Warehouse Priority
23389,SPACEBOY MINI BACKPACK,High-Revenue Priority,278.75,117,30,111.0,390.0,273.0,Stockout Risk,Local Warehouse Priority
22557,PLASTERS IN TIN VINTAGE PAISLEY,High-Revenue Priority,362.46153846153845,74,21,92.0,346.0,272.0,Stockout Risk,Local Warehouse Priority
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,High-Revenue Priority,336.3076923076923,53,21,88.0,323.0,270.0,Stockout Risk,Local Warehouse Priority
23103,BELL HEART DECORATION,High-Revenue Priority,509.0,239,21,153.0,509.0,270.0,Stockout Risk,Local Warehouse Priority
22620,4 TRADITIONAL SPINNING TOPS,High-Revenue Priority,376.0769230769231,248,30,141.0,517.0,269.0,Stockout Risk,Local Warehouse Priority
23158,SET OF 5 LUCKY CAT MAGNETS,High-Revenue Priority,263.3,254,45,127.0,522.0,268.0,Stockout Risk,Local Warehouse Priority
23176,ABC TREASURE BOOK BOX,High-Revenue Priority,216.5,42,30,94.0,310.0,268.0,Stockout Risk,Local Warehouse Priority
23332,IVORY WICKER HEART LARGE,High-Revenue Priority,411.8,125,21,102.0,390.0,265.0,Stockout Risk,Local Warehouse Priority
84970S,HANGING HEART ZINC T-LIGHT HOLDER,High-Revenue Priority,683.0,170,14,116.0,435.0,265.0,Stockout Risk,Local Warehouse Priority
22907,PACK OF 20 NAPKINS PANTRY DESIGN,High-Revenue Priority,505.61538461538464,57,14,83.0,319.0,262.0,Stockout Risk,Local Warehouse Priority
22356,CHARLOTTE BAG PINK POLKADOT,High-Revenue Priority,747.3846153846154,210,14,121.0,470.0,260.0,Stockout Risk,Local Warehouse Priority
22423,REGENCY CAKESTAND 3 TIER,High-Revenue Priority,1065.4615384615386,77,7,85.0,334.0,257.0,Stockout Risk,Local Warehouse Priority
85099C,JUMBO  BAG BAROQUE BLACK WHITE,High-Revenue Priority,1069.2307692307693,80,7,87.0,336.0,256.0,Stockout Risk,Local Warehouse Priority
21156,RETROSPOT CHILDRENS APRON,High-Revenue Priority,243.84615384615384,84,30,95.0,339.0,255.0,Stockout Risk,Local Warehouse Priority
22065,CHRISTMAS PUDDING TRINKET POT,High-Revenue Priority,672.9,253,14,194.0,508.0,255.0,Stockout Risk,Local Warehouse Priority
85152,HAND OVER THE CHOCOLATE   SIGN,High-Revenue Priority,634.3076923076923,152,14,107.0,403.0,251.0,Stockout Risk,Local Warehouse Priority
23439,HAND WARMER RED LOVE HEART,High-Revenue Priority,797.2,286,14,163.0,535.0,249.0,Stockout Risk,Local Warehouse Priority
22083,PAPER CHAIN KIT RETROSPOT,High-Revenue Priority,355.0769230769231,228,30,120.0,475.0,247.0,Stockout Risk,Local Warehouse Priority
22053,EMPIRE DESIGN ROSETTE,High-Revenue Priority,424.4,104,14,149.0,347.0,243.0,Stockout Risk,Local Warehouse Priority
23541,WALL ART CLASSIC PUDDINGS,High-Revenue Priority,290.6666666666667,58,21,98.0,301.0,243.0,Stockout Risk,Local Warehouse Priority
22188,BLACK HEART CARD HOLDER,High-Revenue Priority,374.61538461538464,44,14,108.0,283.0,239.0,Stockout Risk,Local Warehouse Priority
22867,HAND WARMER BIRD DESIGN,High-Revenue Priority,643.3,219,14,158.0,458.0,239.0,Stockout Risk,Local Warehouse Priority
23320,GIANT 50'S CHRISTMAS CRACKER,High-Revenue Priority,443.5,50,14,82.0,289.0,239.0,Stockout Risk,Local Warehouse Priority
21098,CHRISTMAS TOILET ROLL,High-Revenue Priority,413.22222222222223,66,14,111.0,304.0,238.0,Stockout Risk,Local Warehouse Priority
20711,JUMBO BAG TOYS,High-Revenue Priority,385.15384615384613,149,21,114.0,384.0,235.0,Stockout Risk,Local Warehouse Priority
21868,POTTING SHED TEA MUG,High-Revenue Priority,190.53846153846155,176,45,124.0,410.0,234.0,Stockout Risk,Local Warehouse Priority
22084,PAPER CHAIN KIT EMPIRE,High-Revenue Priority,471.0,134,14,147.0,367.0,233.0,Stockout Risk,Local Warehouse Priority
21907,I'M ON HOLIDAY METAL SIGN,High-Revenue Priority,182.3846153846154,20,30,69.0,251.0,231.0,Stockout Risk,Local Warehouse Priority
23569,TRADTIONAL ALPHABET STAMP SET,High-Revenue Priority,318.0,220,30,133.0,451.0,231.0,Stockout Risk,Local Warehouse Priority
22726,ALARM CLOCK BAKELIKE GREEN,High-Revenue Priority,493.7692307692308,95,14,92.0,322.0,227.0,Stockout Risk,Local Warehouse Priority
22384,LUNCH BAG PINK POLKADOT,High-Revenue Priority,806.6923076923077,36,7,72.0,260.0,224.0,Stockout Risk,Local Warehouse Priority
23077,DOUGHNUT LIP GLOSS,High-Revenue Priority,1039.5,120,7,98.0,341.0,221.0,Stockout Risk,Local Warehouse Priority
23554,LANDMARK FRAME OXFORD STREET,High-Revenue Priority,140.66666666666666,119,45,129.0,340.0,221.0,Stockout Risk,Local Warehouse Priority
22113,GREY HEART HOT WATER BOTTLE,High-Revenue Priority,247.69230769230768,153,30,124.0,372.0,219.0,Stockout Risk,Local Warehouse Priority
22698,PINK REGENCY TEACUP AND SAUCER,High-Revenue Priority,482.3333333333333,88,14,80.0,305.0,217.0,Stockout Risk,Local Warehouse Priority
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,High-Revenue Priority,295.8333333333333,87,21,96.0,303.0,216.0,Stockout Risk,Local Warehouse Priority
22507,MEMO BOARD RETROSPOT  DESIGN,High-Revenue Priority,227.69230769230768,105,30,92.0,320.0,215.0,Stockout Risk,Local Warehouse Priority
21876,POTTERING MUG,High-Revenue Priority,291.46153846153845,88,21,94.0,298.0,210.0,Stockout Risk,Local Warehouse Priority
20726,LUNCH BAG WOODLAND,High-Revenue Priority,762.2307692307693,274,14,127.0,483.0,209.0,Stockout Risk,Local Warehouse Priority
23530,WALL ART ONLY ONE PERSON,High-Revenue Priority,352.0,266,30,123.0,475.0,209.0,Stockout Risk,Local Warehouse Priority
22988,SOLDIERS EGG CUP,High-Revenue Priority,756.0833333333334,271,14,125.0,478.0,207.0,Stockout Risk,Local Warehouse Priority
82482,WOODEN PICTURE FRAME WHITE FINISH,High-Revenue Priority,691.2307692307693,229,14,112.0,435.0,206.0,Stockout Risk,Local Warehouse Priority
21908,CHOCOLATE THIS WAY METAL SIGN,High-Revenue Priority,290.0769230769231,74,21,75.0,278.0,204.0,Stockout Risk,Local Warehouse Priority
23298,SPOTTY BUNTING,High-Revenue Priority,1058.25,137,7,93.0,340.0,203.0,Stockout Risk,Local Warehouse Priority
23294,SET OF 6 SNACK LOAF BAKING CASES,High-Revenue Priority,732.0,278,14,138.0,480.0,202.0,Stockout Risk,Local Warehouse Priority
22563,HAPPY STENCIL CRAFT,High-Revenue Priority,217.15384615384616,101,30,84.0,301.0,200.0,Stockout Risk,Local Warehouse Priority
23198,PANTRY MAGNETIC  SHOPPING LIST,High-Revenue Priority,477.42857142857144,105,14,82.0,305.0,200.0,Stockout Risk,Local Warehouse Priority
21704,BAG 250G SWIRLY MARBLES,High-Revenue Priority,395.6923076923077,59,14,70.0,255.0,196.0,Stockout Risk,Local Warehouse Priority
23109,LED TEA LIGHTS,High-Revenue Priority,298.25,97,21,84.0,293.0,196.0,Stockout Risk,Local Warehouse Priority
23113,PANTRY CHOPPING BOARD,High-Revenue Priority,288.5,138,21,132.0,334.0,196.0,Stockout Risk,Local Warehouse Priority
22381,TOY TIDY PINK POLKADOT,High-Revenue Priority,264.53846153846155,174,30,104.0,369.0,195.0,Stockout Risk,Local Warehouse Priority
23329,DECORATIVE WICKER HEART LARGE,High-Revenue Priority,353.4,289,30,127.0,480.0,191.0,Stockout Risk,Local Warehouse Priority
23313,VINTAGE CHRISTMAS BUNTING,High-Revenue Priority,498.3333333333333,148,14,105.0,338.0,190.0,Stockout Risk,Local Warehouse Priority
23078,ICE CREAM PEN LIP GLOSS,High-Revenue Priority,683.1,27,7,57.0,216.0,189.0,Stockout Risk,Local Warehouse Priority
21210,SET OF 72 RETROSPOT PAPER  DOILIES,High-Revenue Priority,446.7692307692308,103,14,83.0,291.0,188.0,Stockout Risk,Local Warehouse Priority
47556B,TEA TIME TEA TOWELS,High-Revenue Priority,1300.0,192,7,76.0,379.0,187.0,Stockout Risk,Local Warehouse Priority
22385,JUMBO BAG SPACEBOY DESIGN,High-Revenue Priority,666.6153846153846,242,14,117.0,428.0,186.0,Stockout Risk,Local Warehouse Priority
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,High-Revenue Priority,503.0,127,14,78.0,313.0,186.0,Stockout Risk,Local Warehouse Priority
21790,VINTAGE SNAP CARDS,High-Revenue Priority,1117.0,184,7,107.0,368.0,184.0,Stockout Risk,Local Warehouse Priority
22491,PACK OF 12 COLOURED PENCILS,High-Revenue Priority,303.61538461538464,114,21,85.0,298.0,184.0,Stockout Risk,Local Warehouse Priority
23210,WHITE ROCKING HORSE HAND PAINTED,High-Revenue Priority,407.0,89,14,83.0,273.0,184.0,Stockout Risk,Local Warehouse Priority
82484,WOOD BLACK BOARD ANT WHITE FINISH,High-Revenue Priority,462.46153846153845,119,14,87.0,303.0,184.0,Stockout Risk,Local Warehouse Priority
21498,RED RETROSPOT WRAP,High-Revenue Priority,809.6923076923077,70,7,64.0,253.0,183.0,Stockout Risk,Local Warehouse Priority
20676,RED RETROSPOT BOWL,High-Revenue Priority,386.38461538461536,191,21,101.0,371.0,180.0,Stockout Risk,Local Warehouse Priority
23395,BELLE JARDINIERE CUSHION COVER,High-Revenue Priority,187.0,76,30,69.0,256.0,180.0,Stockout Risk,Local Warehouse Priority
22741,FUNKY DIVA PEN,High-Revenue Priority,657.4615384615385,31,7,56.0,209.0,178.0,Stockout Risk,Local Warehouse Priority
23285,PINK VINTAGE SPOT BEAKER,High-Revenue Priority,686.7142857142857,66,7,83.0,243.0,177.0,Stockout Risk,Local Warehouse Priority
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,High-Revenue Priority,138.0,31,30,66.0,204.0,173.0,Stockout Risk,Local Warehouse Priority
23558,LANDMARK FRAME LONDON BRIDGE,High-Revenue Priority,138.33333333333334,49,30,84.0,222.0,173.0,Stockout Risk,Local Warehouse Priority
22551,PLASTERS IN TIN SPACEBOY,High-Revenue Priority,621.0769230769231,31,7,58.0,203.0,172.0,Stockout Risk,Local Warehouse Priority
23238,SET OF 4 KNICK KNACK TINS LONDON,High-Revenue Priority,264.14285714285717,74,21,60.0,245.0,171.0,Stockout Risk,Local Warehouse Priority
22727,ALARM CLOCK BAKELIKE RED,High-Revenue Priority,600.0,218,14,108.0,388.0,170.0,Stockout Risk,Local Warehouse Priority
22467,GUMBALL COAT RACK,High-Revenue Priority,609.6923076923077,218,14,102.0,387.0,169.0,Stockout Risk,Local Warehouse Priority
22553,PLASTERS IN TIN SKULLS,High-Revenue Priority,326.3076923076923,44,14,57.0,209.0,165.0,Stockout Risk,Local Warehouse Priority
21136,PAINTED METAL PEARS ASSORTED,High-Revenue Priority,360.53846153846155,179,21,91.0,343.0,164.0,Stockout Risk,Local Warehouse Priority
23349,ROLL WRAP VINTAGE CHRISTMAS,High-Revenue Priority,644.2,267,14,128.0,429.0,162.0,Stockout Risk,Local Warehouse Priority
22328,ROUND SNACK BOXES SET OF 4 FRUITS,High-Revenue Priority,525.7692307692307,195,14,111.0,356.0,161.0,Stockout Risk,Local Warehouse Priority
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,High-Revenue Priority,439.5,250,21,103.0,411.0,161.0,Stockout Risk,Local Warehouse Priority
84988,SET OF 72 PINK HEART PAPER DOILIES,High-Revenue Priority,331.61538461538464,159,21,86.0,318.0,159.0,Stockout Risk,Local Warehouse Priority
21535,RED RETROSPOT SMALL MILK JUG,High-Revenue Priority,191.30769230769232,27,21,51.0,185.0,158.0,Stockout Risk,Local Warehouse Priority
22898,CHILDRENS APRON APPLES DESIGN,High-Revenue Priority,185.69230769230768,24,21,49.0,179.0,155.0,Stockout Risk,Local Warehouse Priority
23393,HOME SWEET HOME CUSHION COVER,High-Revenue Priority,200.25,41,21,55.0,195.0,154.0,Stockout Risk,Local Warehouse Priority
21429,RED GINGHAM ROSE JEWELLERY BOX,High-Revenue Priority,158.1818181818182,184,45,99.0,336.0,152.0,Stockout Risk,Local Warehouse Priority
21558,SKULL LUNCH BOX WITH CUTLERY,High-Revenue Priority,163.92307692307693,70,30,57.0,221.0,151.0,Stockout Risk,Local Warehouse Priority
22139,RETROSPOT TEA SET CERAMIC 11 PC,High-Revenue Priority,347.53846153846155,74,14,63.0,225.0,151.0,Stockout Risk,Local Warehouse Priority
22493,PAINT YOUR OWN CANVAS SET,High-Revenue Priority,189.30769230769232,51,21,68.0,201.0,150.0,Stockout Risk,Local Warehouse Priority
84378,SET OF 3 HEART COOKIE CUTTERS,High-Revenue Priority,487.0769230769231,179,14,101.0,328.0,149.0,Stockout Risk,Local Warehouse Priority
22766,PHOTO FRAME CORNICE,High-Revenue Priority,251.30769230769232,21,14,50.0,167.0,146.0,Stockout Risk,Local Warehouse Priority
21975,PACK OF 60 DINOSAUR CAKE CASES,High-Revenue Priority,947.0769230769232,160,7,84.0,305.0,145.0,Stockout Risk,Local Warehouse Priority
23191,BUNDLE OF 3 RETRO NOTE BOOKS,High-Revenue Priority,275.125,29,14,46.0,174.0,145.0,Stockout Risk,Local Warehouse Priority
62018,SOMBRERO,High-Revenue Priority,339.61538461538464,223,21,130.0,368.0,145.0,Stockout Risk,Local Warehouse Priority
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,High-Revenue Priority,665.5384615384615,290,14,124.0,435.0,145.0,Stockout Risk,Local Warehouse Priority
22087,PAPER BUNTING WHITE LACE,High-Revenue Priority,510.25,28,7,52.0,171.0,143.0,Stockout Risk,Local Warehouse Priority
21668,RED STRIPE CERAMIC DRAWER KNOB,High-Revenue Priority,422.61538461538464,128,14,73.0,270.0,142.0,Stockout Risk,Local Warehouse Priority
23234,BISCUIT TIN VINTAGE CHRISTMAS,High-Revenue Priority,246.0,22,14,48.0,163.0,141.0,Stockout Risk,Local Warehouse Priority
85049E,SCANDINAVIAN REDS RIBBONS,High-Revenue Priority,220.0,183,30,104.0,324.0,141.0,Stockout Risk,Local Warehouse Priority
22138,BAKING SET 9 PIECE RETROSPOT,High-Revenue Priority,379.7692307692308,117,14,80.0,257.0,140.0,Stockout Risk,Local Warehouse Priority
20717,STRAWBERRY SHOPPER BAG,High-Revenue Priority,219.6153846153846,179,30,98.0,318.0,139.0,Stockout Risk,Local Warehouse Priority
21623,VINTAGE UNION JACK MEMOBOARD,High-Revenue Priority,251.46153846153845,146,21,109.0,285.0,139.0,Stockout Risk,Local Warehouse Priority
22432,WATERING CAN PINK BUNNY,High-Revenue Priority,132.0,149,45,88.0,286.0,137.0,Stockout Risk,Local Warehouse Priority
20685,DOORMAT RED RETROSPOT,High-Revenue Priority,314.46153846153845,71,14,60.0,207.0,136.0,Stockout Risk,Local Warehouse Priority
21121,SET/10 RED POLKADOT PARTY CANDLES,High-Revenue Priority,508.15384615384613,199,14,95.0,332.0,133.0,Stockout Risk,Local Warehouse Priority
22431,WATERING CAN BLUE ELEPHANT,High-Revenue Priority,158.30769230769232,94,30,69.0,227.0,133.0,Stockout Risk,Local Warehouse Priority
22549,PICTURE DOMINOES,High-Revenue Priority,245.23076923076923,31,14,50.0,164.0,133.0,Stockout Risk,Local Warehouse Priority
22979,PANTRY WASHING UP BRUSH,High-Revenue Priority,409.0,272,21,119.0,405.0,133.0,Stockout Risk,Local Warehouse Priority
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,High-Revenue Priority,161.23076923076923,102,30,74.0,235.0,133.0,Stockout Risk,Local Warehouse Priority
23350,ROLL WRAP VINTAGE SPOT,High-Revenue Priority,542.4,222,14,97.0,350.0,128.0,Stockout Risk,Local Warehouse Priority
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,High-Revenue Priority,255.30769230769232,63,14,72.0,191.0,128.0,Stockout Risk,Local Warehouse Priority
84949,SILVER HANGING T-LIGHT HOLDER,High-Revenue Priority,368.38461538461536,119,14,75.0,247.0,128.0,Stockout Risk,Local Warehouse Priority
23311,VINTAGE CHRISTMAS STOCKING,High-Revenue Priority,398.3333333333333,145,14,86.0,272.0,127.0,Stockout Risk,Local Warehouse Priority
22413,METAL SIGN TAKE IT OR LEAVE IT,High-Revenue Priority,290.3076923076923,194,21,116.0,319.0,125.0,Stockout Risk,Local Warehouse Priority
21238,RED RETROSPOT CUP,High-Revenue Priority,305.3076923076923,170,21,79.0,293.0,123.0,Stockout Risk,Local Warehouse Priority
23426,METAL SIGN DROP YOUR PANTS,High-Revenue Priority,318.75,85,14,57.0,206.0,121.0,Stockout Risk,Local Warehouse Priority
71477,COLOUR GLASS. STAR T-LIGHT HOLDER,High-Revenue Priority,562.3333333333334,251,14,110.0,372.0,121.0,Stockout Risk,Local Warehouse Priority
21892,TRADITIONAL WOODEN CATCH CUP GAME,High-Revenue Priority,245.53846153846155,123,21,69.0,241.0,118.0,Stockout Risk,Local Warehouse Priority
23159,SET OF 5 PANCAKE DAY MAGNETS,High-Revenue Priority,254.77777777777777,41,14,40.0,159.0,118.0,Stockout Risk,Local Warehouse Priority
23480,MINI LIGHTS WOODLAND MUSHROOMS,High-Revenue Priority,599.3333333333334,279,14,117.0,397.0,118.0,Stockout Risk,Local Warehouse Priority
22464,HANGING METAL HEART LANTERN,High-Revenue Priority,261.6923076923077,46,14,41.0,163.0,117.0,Stockout Risk,Local Warehouse Priority
22568,FELTCRAFT CUSHION OWL,High-Revenue Priority,259.46153846153845,150,21,84.0,266.0,116.0,Stockout Risk,Local Warehouse Priority
48187,DOORMAT NEW ENGLAND,High-Revenue Priority,292.84615384615387,82,14,61.0,198.0,116.0,Stockout Risk,Local Warehouse Priority
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,High-Revenue Priority,384.0,130,14,66.0,245.0,115.0,Stockout Risk,Local Warehouse Priority
23108,SET OF 10 LED DOLLY LIGHTS,High-Revenue Priority,277.375,68,14,53.0,182.0,114.0,Stockout Risk,Local Warehouse Priority
23535,BICYCLE SAFTEY WALL ART,High-Revenue Priority,441.3333333333333,162,14,70.0,276.0,114.0,Stockout Risk,Local Warehouse Priority
22296,HEART IVORY TRELLIS LARGE,High-Revenue Priority,241.53846153846155,39,14,39.0,152.0,113.0,Stockout Risk,Local Warehouse Priority
82001S,VINYL RECORD FRAME SILVER,High-Revenue Priority,121.6923076923077,60,30,51.0,173.0,113.0,Stockout Risk,Local Warehouse Priority
20969,RED FLORAL FELTCRAFT SHOULDER BAG,High-Revenue Priority,150.76923076923077,123,30,84.0,235.0,112.0,Stockout Risk,Local Warehouse Priority
22151,PLACE SETTING WHITE HEART,High-Revenue Priority,1163.5384615384614,263,7,103.0,374.0,111.0,Stockout Risk,Local Warehouse Priority
23256,CHILDRENS CUTLERY SPACEBOY,High-Revenue Priority,234.77777777777777,38,14,39.0,149.0,111.0,Stockout Risk,Local Warehouse Priority
82552,WASHROOM METAL SIGN,High-Revenue Priority,231.69230769230768,119,21,68.0,230.0,111.0,Stockout Risk,Local Warehouse Priority
21169,YOU'RE CONFUSING ME METAL SIGN,High-Revenue Priority,339.46153846153845,112,14,62.0,220.0,108.0,Stockout Risk,Local Warehouse Priority
22900,SET 2 TEA TOWELS I LOVE LONDON,High-Revenue Priority,377.46153846153845,140,14,72.0,248.0,108.0,Stockout Risk,Local Warehouse Priority
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,High-Revenue Priority,748.0,161,7,94.0,269.0,108.0,Stockout Risk,Local Warehouse Priority
22294,HEART FILIGREE DOVE  SMALL,High-Revenue Priority,419.7692307692308,28,7,37.0,135.0,107.0,Stockout Risk,Local Warehouse Priority
22855,FINE WICKER HEART,High-Revenue Priority,293.55555555555554,89,14,58.0,195.0,106.0,Stockout Risk,Local Warehouse Priority
22637,PIGGY BANK RETROSPOT,High-Revenue Priority,230.0,140,21,84.0,245.0,105.0,Stockout Risk,Local Warehouse Priority
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,High-Revenue Priority,60.083333333333336,29,45,44.0,134.0,105.0,Stockout Risk,Local Warehouse Priority
15056BL,EDWARDIAN PARASOL BLACK,High-Revenue Priority,218.76923076923077,41,14,43.0,145.0,104.0,Stockout Risk,Local Warehouse Priority
21231,SWEETHEART CERAMIC TRINKET BOX,High-Revenue Priority,465.6923076923077,44,7,39.0,148.0,104.0,Stockout Risk,Local Warehouse Priority
21932,SCANDINAVIAN PAISLEY PICNIC BAG,High-Revenue Priority,209.23076923076923,44,14,50.0,148.0,104.0,Stockout Risk,Local Warehouse Priority
23194,GYMKHANNA TREASURE BOOK BOX,High-Revenue Priority,183.5,85,21,59.0,187.0,102.0,Stockout Risk,Local Warehouse Priority
22502,PICNIC BASKET WICKER SMALL,High-Revenue Priority,193.7,95,21,60.0,196.0,101.0,Stockout Risk,Local Warehouse Priority
22460,EMBOSSED GLASS TEALIGHT HOLDER,High-Revenue Priority,195.84615384615384,27,14,36.0,127.0,100.0,Stockout Risk,Local Warehouse Priority
22697,GREEN REGENCY TEACUP AND SAUCER,High-Revenue Priority,559.8461538461538,72,7,41.0,172.0,100.0,Stockout Risk,Local Warehouse Priority
22466,FAIRY TALE COTTAGE NIGHTLIGHT,High-Revenue Priority,236.07692307692307,69,14,58.0,168.0,99.0,Stockout Risk,Local Warehouse Priority
22595,CHRISTMAS GINGHAM HEART,High-Revenue Priority,522.1538461538462,287,14,142.0,386.0,99.0,Stockout Risk,Local Warehouse Priority
22088,PAPER BUNTING COLOURED LACE,High-Revenue Priority,236.625,59,14,47.0,157.0,98.0,Stockout Risk,Local Warehouse Priority
22435,SET OF 9 HEART SHAPED BALLOONS,High-Revenue Priority,212.07692307692307,41,14,40.0,139.0,98.0,Stockout Risk,Local Warehouse Priority
23175,REGENCY MILK JUG PINK,High-Revenue Priority,395.0,38,7,44.0,136.0,98.0,Stockout Risk,Local Warehouse Priority
