stock_code,description,sku_class,avg_monthly_units,current_inventory,inventory_coverage_days,inventory_risk,warehouse_strategy
72349b,SET/6 PURPLE BUTTERFLY T-LIGHTS,Regular,14.454545454545457,115,238.67924528301884,Overstock Risk,Overstock Review / Reduce Replenishment
21040,MODERN VINTAGE COTTON SHOPPING BAG,Long-Tail,7.333333333333333,58,237.27272727272728,Overstock Risk,Overstock Review / Reduce Replenishment
22408,MONEY BOX CONFECTIONERY DESIGN,Regular,13.181818181818182,104,236.6896551724138,Overstock Risk,Overstock Review / Reduce Replenishment
23136,IVORY WIRE SWEETHEART LETTER TRAY,Regular,15.0,117,234.0,Overstock Risk,Overstock Review / Reduce Replenishment
21270,ANTIQUE CREAM CUTLERY CUPBOARD,Long-Tail,5.0,39,234.0,Overstock Risk,Overstock Review / Reduce Replenishment
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,Regular,11.083333333333334,86,232.78195488721803,Overstock Risk,Overstock Review / Reduce Replenishment
84206A,3 BLACK CATS W HEARTS BLANK CARD,Long-Tail,12.0,93,232.5,Overstock Risk,Overstock Review / Reduce Replenishment
84997a,GREEN 3 PIECE POLKADOT CUTLERY SET,Regular,8.833333333333334,68,230.94339622641508,Overstock Risk,Overstock Review / Reduce Replenishment
23016,GLASS TWIST BON BON JAR,Long-Tail,10.571428571428571,81,229.8648648648649,Overstock Risk,Overstock Review / Reduce Replenishment
20897,VINTAGE NOTEBOOK PARIS DAYS,Regular,15.285714285714286,117,229.62616822429902,Overstock Risk,Overstock Review / Reduce Replenishment
21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,Regular,13.333333333333334,102,229.49999999999997,Overstock Risk,Overstock Review / Reduce Replenishment
84674,FLYING PIG WATERING CAN,Regular,14.846153846153848,113,228.34196891191706,Overstock Risk,Overstock Review / Reduce Replenishment
84723,CHERRY BLOSSOM CANVAS ART PICTURE,Long-Tail,10.25,78,228.29268292682926,Overstock Risk,Overstock Review / Reduce Replenishment
84593,CROCHET ROSE DES CLOTHES HANGER,Long-Tail,5.0,38,228.0,Overstock Risk,Overstock Review / Reduce Replenishment
22526,WHEELBARROW FOR CHILDREN,Regular,9.615384615384617,73,227.76,Overstock Risk,Overstock Review / Reduce Replenishment
20757,RED DAISY POCKET BOOK,Regular,14.363636363636363,109,227.6582278481013,Overstock Risk,Overstock Review / Reduce Replenishment
22884,NUMBER TILE VINTAGE FONT 5,Regular,8.25,62,225.45454545454544,Overstock Risk,Overstock Review / Reduce Replenishment
10124A,SPOTS ON RED BOOKCOVER TAPE,Long-Tail,4.0,30,225.0,Overstock Risk,Overstock Review / Reduce Replenishment
84637,KITCHEN FLOWER POTS WALL PLAQUE,Regular,11.6,87,225.0,Overstock Risk,Overstock Review / Reduce Replenishment
35400,WOODEN BOX ADVENT CALENDAR,Long-Tail,3.3333333333333335,25,224.99999999999997,Overstock Risk,Overstock Review / Reduce Replenishment
21738,COSY SLIPPER SHOES SMALL  RED,Long-Tail,5.75,43,224.3478260869565,Overstock Risk,Overstock Review / Reduce Replenishment
90119,METALIC LEAVES BAG CHARMS,Long-Tail,8.3,62,224.09638554216866,Overstock Risk,Overstock Review / Reduce Replenishment
21769,VINTAGE POST OFFICE CABINET,Long-Tail,11.0,82,223.63636363636365,Overstock Risk,Overstock Review / Reduce Replenishment
85216,ASSORTED CAKES FRIDGE MAGNETS,Long-Tail,9.166666666666666,68,222.54545454545456,Overstock Risk,Overstock Review / Reduce Replenishment
79066k,RETRO MOD TRAY,Long-Tail,2.4285714285714284,18,222.3529411764706,Overstock Risk,Overstock Review / Reduce Replenishment
21692,SILVER LATTICE VANILLA CANDLE POT,Long-Tail,5.666666666666667,42,222.35294117647055,Overstock Risk,Overstock Review / Reduce Replenishment
85232A,SET/3 POLKADOT STACKING TINS,Long-Tail,13.0,96,221.53846153846152,Overstock Risk,Overstock Review / Reduce Replenishment
90214G,"LETTER ""G"" BLING KEY RING",Long-Tail,4.615384615384615,34,221.00000000000003,Overstock Risk,Overstock Review / Reduce Replenishment
37464,ROBOT MUG IN DISPLAY BOX,Long-Tail,3.0,22,220.0,Overstock Risk,Overstock Review / Reduce Replenishment
90202A,PURPLE ENAMEL FLOWER HAIR TIE,Long-Tail,3.142857142857143,23,219.54545454545453,Overstock Risk,Overstock Review / Reduce Replenishment
21711,FOLDING UMBRELLA WHITE/RED POLKADOT,Regular,9.454545454545457,69,218.94230769230762,Overstock Risk,Overstock Review / Reduce Replenishment
71050,SMALL SINGLE FLAME CANDLE HOLDER,Long-Tail,8.25,60,218.18181818181816,Overstock Risk,Overstock Review / Reduce Replenishment
84745B,BLUE HANGING GINGHAM EASTER HEN,Long-Tail,10.666666666666666,77,216.56250000000003,Overstock Risk,Overstock Review / Reduce Replenishment
85167B,BLACK GRAND BAROQUE PHOTO FRAME,Long-Tail,12.5,90,216.0,Overstock Risk,Overstock Review / Reduce Replenishment
21228,"POCKET MIRROR ""GLAMOROUS""",Long-Tail,2.5,18,216.0,Overstock Risk,Overstock Review / Reduce Replenishment
22763,KEY CABINET MA CAMPAGNE,Regular,15.846153846153848,114,215.82524271844656,Overstock Risk,Overstock Review / Reduce Replenishment
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",Regular,13.384615384615383,96,215.17241379310346,Overstock Risk,Overstock Review / Reduce Replenishment
15056bl,EDWARDIAN PARASOL BLACK,Long-Tail,6.6923076923076925,48,215.17241379310343,Overstock Risk,Overstock Review / Reduce Replenishment
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES,Long-Tail,15.0,107,214.0,Overstock Risk,Overstock Review / Reduce Replenishment
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,Long-Tail,8.0,57,213.75,Overstock Risk,Overstock Review / Reduce Replenishment
84388,WISE MAN STAR SHAPE EGG PAN,Long-Tail,8.0,57,213.75,Overstock Risk,Overstock Review / Reduce Replenishment
84989A,75 GREEN FAIRY CAKE CASES,Long-Tail,3.375,24,213.33333333333331,Overstock Risk,Overstock Review / Reduce Replenishment
20661,BLUE POLKADOT PURSE,Long-Tail,5.5,39,212.72727272727275,Overstock Risk,Overstock Review / Reduce Replenishment
84539,KNITTED RABBIT DOLL,Long-Tail,13.0,92,212.3076923076923,Overstock Risk,Overstock Review / Reduce Replenishment
21682,LARGE MEDINA STAMPED METAL BOWL,Regular,14.0,99,212.14285714285714,Overstock Risk,Overstock Review / Reduce Replenishment
84510E,SET OF 4 GREEN CAROUSEL COASTERS,Long-Tail,3.4,24,211.76470588235296,Overstock Risk,Overstock Review / Reduce Replenishment
72800D,4 BLUE DINNER CANDLES SILVER FLOCK,Long-Tail,7.25,51,211.0344827586207,Overstock Risk,Overstock Review / Reduce Replenishment
90173,PAIR BUTTERFLY HAIR CLIPS,Long-Tail,4.0,28,210.0,Overstock Risk,Overstock Review / Reduce Replenishment
22034,ROBIN CHRISTMAS CARD,Long-Tail,5.0,35,210.0,Overstock Risk,Overstock Review / Reduce Replenishment
90063A,WHITE VINT ART DECO CRYSTAL NECKLAC,Long-Tail,2.0,14,210.0,Overstock Risk,Overstock Review / Reduce Replenishment
46000U,POLYESTER FILLER PAD 30CMX30CM,Regular,9.727272727272728,68,209.71962616822427,Overstock Risk,Overstock Review / Reduce Replenishment
23141,TRIPLE WIRE HOOK PINK HEART,Long-Tail,9.875,69,209.62025316455697,Overstock Risk,Overstock Review / Reduce Replenishment
21357,TOAST ITS - DINOSAUR,Long-Tail,6.333333333333333,44,208.42105263157896,Overstock Risk,Overstock Review / Reduce Replenishment
84549,CROCHET WHITE RABBIT KEYRING,Long-Tail,6.333333333333333,44,208.42105263157896,Overstock Risk,Overstock Review / Reduce Replenishment
85141,JARDIN ETCHED GLASS FRUITBOWL,Regular,17.142857142857142,119,208.25,Overstock Risk,Overstock Review / Reduce Replenishment
85049e,SCANDINAVIAN REDS RIBBONS,Regular,9.083333333333334,63,208.07339449541283,Overstock Risk,Overstock Review / Reduce Replenishment
85185D,FROG SOCK PUPPET,Long-Tail,3.75,26,208.0,Overstock Risk,Overstock Review / Reduce Replenishment
47559b,TEA TIME OVEN GLOVE,Regular,14.714285714285714,102,207.9611650485437,Overstock Risk,Overstock Review / Reduce Replenishment
84461,12 PINK HEN+CHICKS IN BASKET,Long-Tail,10.25,71,207.8048780487805,Overstock Risk,Overstock Review / Reduce Replenishment
84527,FLAMES SUNGLASSES PINK LENSES,Long-Tail,8.666666666666666,60,207.6923076923077,Overstock Risk,Overstock Review / Reduce Replenishment
16046,TEATIME PEN CASE & PENS,Long-Tail,6.5,45,207.69230769230768,Overstock Risk,Overstock Review / Reduce Replenishment
21973,SET OF 36 MUSHROOM PAPER DOILIES,Regular,14.454545454545457,100,207.54716981132074,Overstock Risk,Overstock Review / Reduce Replenishment
44242A,LILAC FEATHERS CURTAIN,Long-Tail,12.0,83,207.5,Overstock Risk,Overstock Review / Reduce Replenishment
21528,DAIRY MAID TRADITIONAL TEAPOT,Regular,16.53846153846154,114,206.7906976744186,Overstock Risk,Overstock Review / Reduce Replenishment
90200C,BLUE SWEETHEART BRACELET,Long-Tail,12.5,86,206.39999999999998,Overstock Risk,Overstock Review / Reduce Replenishment
75013B,"STRING OF 8 BUTTERFLIES,PINK",Long-Tail,12.5,86,206.39999999999998,Overstock Risk,Overstock Review / Reduce Replenishment
84596b,SMALL DOLLY MIX DESIGN ORANGE BOWL,Long-Tail,7.0,48,205.71428571428572,Overstock Risk,Overstock Review / Reduce Replenishment
84686,BEACH HUT MIRROR,Long-Tail,12.25,84,205.71428571428572,Overstock Risk,Overstock Review / Reduce Replenishment
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,Long-Tail,9.5,65,205.26315789473685,Overstock Risk,Overstock Review / Reduce Replenishment
84661A,WHITE SQUARE TABLE CLOCK,Regular,11.555555555555555,79,205.09615384615384,Overstock Risk,Overstock Review / Reduce Replenishment
20980,36 PENCILS TUBE POSY,Long-Tail,13.166666666666666,90,205.0632911392405,Overstock Risk,Overstock Review / Reduce Replenishment
72369A,PINK CLEAR GLASS CANDLE PLATE,Long-Tail,6.0,41,205.0,Overstock Risk,Overstock Review / Reduce Replenishment
22391,PAPERWEIGHT HOME SWEET HOME,Regular,14.363636363636363,98,204.68354430379748,Overstock Risk,Overstock Review / Reduce Replenishment
81953B,ROUND BLUE CLOCK WITH SUCKER,Long-Tail,11.0,75,204.54545454545456,Overstock Risk,Overstock Review / Reduce Replenishment
90162C,ANT SILVER FUSCHIA BOUDICCA RING,Long-Tail,2.8,19,203.57142857142858,Overstock Risk,Overstock Review / Reduce Replenishment
35817P,"ACRYLIC JEWEL SNOWFLAKE,PINK",Long-Tail,9.0,61,203.33333333333334,Overstock Risk,Overstock Review / Reduce Replenishment
20932,PINK POT PLANT CANDLE,Regular,17.0,115,202.94117647058823,Overstock Risk,Overstock Review / Reduce Replenishment
90214B,"LETTER ""B"" BLING KEY RING",Long-Tail,3.7,25,202.7027027027027,Overstock Risk,Overstock Review / Reduce Replenishment
79144C,PAINTED LIGHTBULB RAINBOW DESIGN,Regular,11.692307692307692,79,202.69736842105263,Overstock Risk,Overstock Review / Reduce Replenishment
23629,SET 10 CARDS DRESSING UP 17077,Long-Tail,8.0,54,202.5,Overstock Risk,Overstock Review / Reduce Replenishment
84711B,PINK OVAL SHAPE TRINKET BOX,Long-Tail,2.2222222222222223,15,202.49999999999997,Overstock Risk,Overstock Review / Reduce Replenishment
21054,NURSE'S BAG SOFT TOY,Long-Tail,8.75,59,202.28571428571428,Overstock Risk,Overstock Review / Reduce Replenishment
21462,"NURSERY A,B,C PAINTED LETTERS",Regular,16.5,111,201.8181818181818,Overstock Risk,Overstock Review / Reduce Replenishment
90087,CRYSTAL SEA HORSE PHONE CHARM,Regular,9.727272727272728,65,200.46728971962614,Overstock Risk,Overstock Review / Reduce Replenishment
84803A,PINK ALLIUM  ARTIFICIAL FLOWER,Long-Tail,3.0,20,200.0,Overstock Risk,Overstock Review / Reduce Replenishment
82095,HEART BUTTONS JEWELLERY BOX,Long-Tail,11.333333333333334,75,198.52941176470586,Overstock Risk,Overstock Review / Reduce Replenishment
22762,CUPBOARD 3 DRAWER MA CAMPAGNE,Regular,13.153846153846152,87,198.421052631579,Overstock Risk,Overstock Review / Reduce Replenishment
84913B,MINT GREEN ROSE TOWEL,Regular,16.333333333333332,108,198.36734693877554,Overstock Risk,Overstock Review / Reduce Replenishment
79071B,ENGLISH ROSE METAL WASTE BIN,Long-Tail,3.3333333333333335,22,198.0,Overstock Risk,Overstock Review / Reduce Replenishment
84709B,PINK OVAL JEWELLED MIRROR,Long-Tail,3.3333333333333335,22,198.0,Overstock Risk,Overstock Review / Reduce Replenishment
18097A,PINK TALL PORCELAIN T-LIGHT HOLDER,Long-Tail,1.6666666666666667,11,198.0,Overstock Risk,Overstock Review / Reduce Replenishment
21708,FOLDING UMBRELLA CREAM POLKADOT,Regular,17.272727272727273,114,197.99999999999997,Overstock Risk,Overstock Review / Reduce Replenishment
21415,CLAM SHELL SMALL,Regular,16.846153846153847,111,197.67123287671234,Overstock Risk,Overstock Review / Reduce Replenishment
21910,WAY OUT METAL SIGN,Long-Tail,12.0,79,197.5,Overstock Risk,Overstock Review / Reduce Replenishment
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,Regular,7.916666666666667,52,197.05263157894737,Overstock Risk,Overstock Review / Reduce Replenishment
84563A,PINK & WHITE BREAKFAST TRAY,Regular,16.0,105,196.875,Overstock Risk,Overstock Review / Reduce Replenishment
84661C,PINK SQUARE TABLE CLOCK,Long-Tail,14.2,93,196.4788732394366,Overstock Risk,Overstock Review / Reduce Replenishment
21333,CLASSIC WHITE FRAME,Long-Tail,11.2,73,195.5357142857143,Overstock Risk,Overstock Review / Reduce Replenishment
22770,MIRROR CORNICE,Regular,7.230769230769231,47,195.0,Overstock Risk,Overstock Review / Reduce Replenishment
71270,PHOTO CLIP LINE,Regular,18.153846153846153,118,195.0,Overstock Risk,Overstock Review / Reduce Replenishment
23649,SET 10 CARDS DECK THE HALLS 16960,Long-Tail,2.0,13,195.0,Overstock Risk,Overstock Review / Reduce Replenishment
85109,PINK BOUDOIR T-LIGHT HOLDER,Long-Tail,12.0,78,195.0,Overstock Risk,Overstock Review / Reduce Replenishment
21279,VINTAGE KITCHEN PRINT FRUITS,Long-Tail,9.444444444444445,61,193.76470588235293,Overstock Risk,Overstock Review / Reduce Replenishment
16162M,THE KING GIFT BAG 25X24X12CM,Long-Tail,9.333333333333334,60,192.85714285714286,Overstock Risk,Overstock Review / Reduce Replenishment
21082,SET/20 FRUIT SALAD PAPER NAPKINS,Regular,14.666666666666666,94,192.27272727272728,Overstock Risk,Overstock Review / Reduce Replenishment
72133,COLUMBIAN CANDLE RECTANGLE,Long-Tail,5.0,32,192.0,Overstock Risk,Overstock Review / Reduce Replenishment
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,Long-Tail,10.0,64,192.0,Overstock Risk,Overstock Review / Reduce Replenishment
23448,CREAM BUNNY EASTER EGG BASKET,Long-Tail,12.5,80,192.0,Overstock Risk,Overstock Review / Reduce Replenishment
90214I,"LETTER ""I"" BLING KEY RING",Long-Tail,4.222222222222222,27,191.8421052631579,Overstock Risk,Overstock Review / Reduce Replenishment
20659,ECONOMY LUGGAGE TAG,Regular,13.166666666666666,84,191.39240506329114,Overstock Risk,Overstock Review / Reduce Replenishment
23441,HAND PAINTED HANGING EASTER EGG,Long-Tail,11.0,70,190.90909090909093,Overstock Risk,Overstock Review / Reduce Replenishment
84685,BEACH HUT KEY CABINET,Long-Tail,8.5,54,190.58823529411765,Overstock Risk,Overstock Review / Reduce Replenishment
21131,GOLD STANDING GNOME,Regular,9.636363636363637,61,189.9056603773585,Overstock Risk,Overstock Review / Reduce Replenishment
35638A,PINK AND BLACK STRING CURTAIN,Long-Tail,7.6,48,189.47368421052633,Overstock Risk,Overstock Review / Reduce Replenishment
84877D,BLUE ROUND COMPACT MIRROR,Regular,16.0,101,189.375,Overstock Risk,Overstock Review / Reduce Replenishment
84629,WHITE 3 FRAME BIRDS AND TREE,Long-Tail,6.666666666666667,42,189.0,Overstock Risk,Overstock Review / Reduce Replenishment
85125,SMALL ROUND CUT GLASS CANDLESTICK,Regular,16.1,101,188.19875776397512,Overstock Risk,Overstock Review / Reduce Replenishment
90143,SILVER BRACELET W PASTEL FLOWER,Long-Tail,3.2,20,187.5,Overstock Risk,Overstock Review / Reduce Replenishment
84016,FLAG OF ST GEORGE CAR FLAG,Long-Tail,13.5,84,186.66666666666666,Overstock Risk,Overstock Review / Reduce Replenishment
21351,CINAMMON & ORANGE WREATH,Regular,14.857142857142858,92,185.76923076923077,Overstock Risk,Overstock Review / Reduce Replenishment
85160B,BLACK BIRD GARDEN DESIGN MUG,Regular,13.25,82,185.66037735849056,Overstock Risk,Overstock Review / Reduce Replenishment
85027L,FRENCH CHATEAU LARGE PLATTER,Long-Tail,17.5,108,185.14285714285714,Overstock Risk,Overstock Review / Reduce Replenishment
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,Regular,11.833333333333334,73,185.07042253521124,Overstock Risk,Overstock Review / Reduce Replenishment
84687,BEACH HUT SHELF W 3 DRAWERS,Long-Tail,9.0,55,183.33333333333334,Overstock Risk,Overstock Review / Reduce Replenishment
23611,SET 10 CARDS RED RIDING HOOD 17214,Long-Tail,10.0,61,183.0,Overstock Risk,Overstock Review / Reduce Replenishment
21851,LILAC DIAMANTE PEN IN GIFT BOX,Regular,10.846153846153848,66,182.55319148936164,Overstock Risk,Overstock Review / Reduce Replenishment
90083,CRYSTAL CZECH CROSS PHONE CHARM,Long-Tail,6.25,38,182.4,Overstock Risk,Overstock Review / Reduce Replenishment
20704,MR ROBOT SOFT TOY,Regular,16.615384615384617,101,182.36111111111111,Overstock Risk,Overstock Review / Reduce Replenishment
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,Regular,13.692307692307692,83,181.85393258426967,Overstock Risk,Overstock Review / Reduce Replenishment
84199,GLOW IN DARK DOLPHINS,Regular,12.545454545454543,76,181.73913043478265,Overstock Risk,Overstock Review / Reduce Replenishment
22320,BIRDS MOBILE VINTAGE DESIGN,Regular,14.538461538461538,88,181.5873015873016,Overstock Risk,Overstock Review / Reduce Replenishment
23151,ZINC SWEETHEART SOAP DISH,Long-Tail,7.625,46,180.98360655737707,Overstock Risk,Overstock Review / Reduce Replenishment
