invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country,invoice_date_only,invoice_month,invoice_week,revenue
540821,DOT,DOTCOM POSTAGE,1,2011-01-11 13:16:00,394.83,,United Kingdom,2011-01-11,2011-01,2011-01-10/2011-01-16,394.83
540824,POST,POSTAGE,2,2011-01-11 13:31:00,18.0,12728.0,France,2011-01-11,2011-01,2011-01-10/2011-01-16,36.0
540835,POST,POSTAGE,1,2011-01-11 15:00:00,18.0,12724.0,France,2011-01-11,2011-01,2011-01-10/2011-01-16,18.0
540839,M,MANUAL,1,2011-01-11 15:42:00,12.75,16791.0,United Kingdom,2011-01-11,2011-01,2011-01-10/2011-01-16,12.75
540848,DOT,DOTCOM POSTAGE,1,2011-01-12 09:26:00,491.93,,United Kingdom,2011-01-12,2011-01,2011-01-10/2011-01-16,491.93
540900,POST,POSTAGE,2,2011-01-12 11:46:00,18.0,12712.0,Germany,2011-01-12,2011-01,2011-01-10/2011-01-16,36.0
540971,POST,POSTAGE,4,2011-01-12 14:10:00,15.0,12383.0,Belgium,2011-01-12,2011-01,2011-01-10/2011-01-16,60.0
540972,POST,POSTAGE,3,2011-01-12 14:13:00,18.0,12437.0,France,2011-01-12,2011-01,2011-01-10/2011-01-16,54.0
540976,POST,POSTAGE,7,2011-01-12 15:00:00,18.0,12652.0,France,2011-01-12,2011-01,2011-01-10/2011-01-16,126.0
540977,DOT,DOTCOM POSTAGE,1,2011-01-12 15:01:00,478.1,,United Kingdom,2011-01-12,2011-01,2011-01-10/2011-01-16,478.1
540995,DOT,DOTCOM POSTAGE,1,2011-01-13 09:30:00,404.49,,United Kingdom,2011-01-13,2011-01,2011-01-10/2011-01-16,404.49
541093,POST,POSTAGE,5,2011-01-13 13:21:00,18.0,12471.0,Germany,2011-01-13,2011-01,2011-01-10/2011-01-16,90.0
541104,DOT,DOTCOM POSTAGE,1,2011-01-13 14:29:00,323.98,,United Kingdom,2011-01-13,2011-01,2011-01-10/2011-01-16,323.98
541115,POST,POSTAGE,7,2011-01-13 15:34:00,28.0,12578.0,Italy,2011-01-13,2011-01,2011-01-10/2011-01-16,196.0
541120,POST,POSTAGE,5,2011-01-14 09:13:00,18.0,12490.0,France,2011-01-14,2011-01,2011-01-10/2011-01-16,90.0
541122,POST,POSTAGE,2,2011-01-14 09:23:00,18.0,12708.0,Germany,2011-01-14,2011-01,2011-01-10/2011-01-16,36.0
541125,POST,POSTAGE,1,2011-01-14 10:06:00,18.0,12474.0,Germany,2011-01-14,2011-01,2011-01-10/2011-01-16,18.0
541127,DOT,DOTCOM POSTAGE,1,2011-01-14 10:11:00,50.96,,United Kingdom,2011-01-14,2011-01,2011-01-10/2011-01-16,50.96
541128,DOT,DOTCOM POSTAGE,1,2011-01-14 10:12:00,60.79,,United Kingdom,2011-01-14,2011-01,2011-01-10/2011-01-16,60.79
541129,DOT,DOTCOM POSTAGE,1,2011-01-14 10:14:00,81.42,,United Kingdom,2011-01-14,2011-01,2011-01-10/2011-01-16,81.42
541130,DOT,DOTCOM POSTAGE,1,2011-01-14 10:15:00,138.0,,United Kingdom,2011-01-14,2011-01,2011-01-10/2011-01-16,138.0
541131,DOT,DOTCOM POSTAGE,1,2011-01-14 10:16:00,156.21,,United Kingdom,2011-01-14,2011-01,2011-01-10/2011-01-16,156.21
541132,DOT,DOTCOM POSTAGE,1,2011-01-14 10:17:00,127.54,,United Kingdom,2011-01-14,2011-01,2011-01-10/2011-01-16,127.54
541133,M,MANUAL,1,2011-01-14 10:17:00,2.5,,United Kingdom,2011-01-14,2011-01,2011-01-10/2011-01-16,2.5
541133,DOT,DOTCOM POSTAGE,1,2011-01-14 10:17:00,120.88,,United Kingdom,2011-01-14,2011-01,2011-01-10/2011-01-16,120.88
541138,POST,POSTAGE,6,2011-01-14 10:42:00,18.0,12553.0,France,2011-01-14,2011-01,2011-01-10/2011-01-16,108.0
541219,DOT,DOTCOM POSTAGE,1,2011-01-14 14:06:00,391.32,,United Kingdom,2011-01-14,2011-01,2011-01-10/2011-01-16,391.32
541224,POST,POSTAGE,1,2011-01-14 14:45:00,18.0,12474.0,Germany,2011-01-14,2011-01,2011-01-10/2011-01-16,18.0
541265,M,MANUAL,2,2011-01-16 16:23:00,1.25,17609.0,United Kingdom,2011-01-16,2011-01,2011-01-10/2011-01-16,2.5
541269,POST,POSTAGE,8,2011-01-17 11:01:00,18.0,12626.0,Germany,2011-01-17,2011-01,2011-01-17/2011-01-23,144.0
541405,POST,POSTAGE,5,2011-01-17 15:17:00,18.0,12683.0,France,2011-01-17,2011-01,2011-01-17/2011-01-23,90.0
541421,DOT,DOTCOM POSTAGE,1,2011-01-17 17:44:00,449.52,,United Kingdom,2011-01-17,2011-01,2011-01-17/2011-01-23,449.52
541422,DOT,DOTCOM POSTAGE,1,2011-01-17 17:48:00,295.2,,United Kingdom,2011-01-17,2011-01,2011-01-17/2011-01-23,295.2
541423,DOT,DOTCOM POSTAGE,1,2011-01-17 17:54:00,235.48,,United Kingdom,2011-01-17,2011-01,2011-01-17/2011-01-23,235.48
541424,DOT,DOTCOM POSTAGE,1,2011-01-17 17:57:00,301.84,,United Kingdom,2011-01-17,2011-01,2011-01-17/2011-01-23,301.84
541430,POST,POSTAGE,18,2011-01-18 09:50:00,18.0,12356.0,Portugal,2011-01-18,2011-01,2011-01-17/2011-01-23,324.0
541480,POST,POSTAGE,1,2011-01-18 12:05:00,18.0,12527.0,Germany,2011-01-18,2011-01,2011-01-17/2011-01-23,18.0
541485,M,MANUAL,12,2011-01-18 13:05:00,0.2,18118.0,United Kingdom,2011-01-18,2011-01,2011-01-17/2011-01-23,2.4000000000000004
541491,POST,POSTAGE,3,2011-01-18 14:04:00,28.0,12510.0,Spain,2011-01-18,2011-01,2011-01-17/2011-01-23,84.0
541495,DOT,DOTCOM POSTAGE,1,2011-01-18 14:59:00,116.71,,United Kingdom,2011-01-18,2011-01,2011-01-17/2011-01-23,116.71
541496,DOT,DOTCOM POSTAGE,1,2011-01-18 15:00:00,101.0,,United Kingdom,2011-01-18,2011-01,2011-01-17/2011-01-23,101.0
541497,DOT,DOTCOM POSTAGE,1,2011-01-18 15:19:00,243.21,,United Kingdom,2011-01-18,2011-01,2011-01-17/2011-01-23,243.21
541505,BANK CHARGES,BANK CHARGES,1,2011-01-18 15:58:00,15.0,15939.0,United Kingdom,2011-01-18,2011-01,2011-01-17/2011-01-23,15.0
541506,DOT,DOTCOM POSTAGE,1,2011-01-18 16:05:00,118.33,,United Kingdom,2011-01-18,2011-01,2011-01-17/2011-01-23,118.33
541507,DOT,DOTCOM POSTAGE,1,2011-01-18 16:05:00,72.33,,United Kingdom,2011-01-18,2011-01,2011-01-17/2011-01-23,72.33
541508,DOT,DOTCOM POSTAGE,1,2011-01-18 16:06:00,152.92,,United Kingdom,2011-01-18,2011-01,2011-01-17/2011-01-23,152.92
541516,DOT,DOTCOM POSTAGE,1,2011-01-18 17:34:00,285.3,,United Kingdom,2011-01-18,2011-01,2011-01-17/2011-01-23,285.3
541517,POST,POSTAGE,1,2011-01-19 08:34:00,18.0,12665.0,Germany,2011-01-19,2011-01,2011-01-17/2011-01-23,18.0
541564,M,MANUAL,10,2011-01-19 11:38:00,0.38,16904.0,United Kingdom,2011-01-19,2011-01,2011-01-17/2011-01-23,3.8
541567,POST,POSTAGE,3,2011-01-19 11:51:00,18.0,12681.0,France,2011-01-19,2011-01,2011-01-17/2011-01-23,54.0
541569,POST,POSTAGE,3,2011-01-19 12:14:00,40.0,13520.0,Switzerland,2011-01-19,2011-01,2011-01-17/2011-01-23,120.0
541584,DOT,DOTCOM POSTAGE,1,2011-01-19 14:12:00,118.25,,United Kingdom,2011-01-19,2011-01,2011-01-17/2011-01-23,118.25
541592,DOT,DOTCOM POSTAGE,1,2011-01-19 15:08:00,470.12,,United Kingdom,2011-01-19,2011-01,2011-01-17/2011-01-23,470.12
541607,POST,POSTAGE,1,2011-01-20 09:53:00,29.43,,United Kingdom,2011-01-20,2011-01,2011-01-17/2011-01-23,29.43
541631,POST,POSTAGE,6,2011-01-20 10:48:00,18.0,12637.0,France,2011-01-20,2011-01,2011-01-17/2011-01-23,108.0
541658,M,MANUAL,1,2011-01-20 12:16:00,2.55,15529.0,United Kingdom,2011-01-20,2011-01,2011-01-17/2011-01-23,2.55
541675,POST,POSTAGE,2,2011-01-20 13:49:00,15.0,12402.0,Belgium,2011-01-20,2011-01,2011-01-17/2011-01-23,30.0
541695,DOT,DOTCOM POSTAGE,1,2011-01-20 18:01:00,334.16,,United Kingdom,2011-01-20,2011-01,2011-01-17/2011-01-23,334.16
541696,DOT,DOTCOM POSTAGE,1,2011-01-20 18:08:00,307.85,,United Kingdom,2011-01-20,2011-01,2011-01-17/2011-01-23,307.85
541703,POST,POSTAGE,2,2011-01-21 09:52:00,28.0,12594.0,Italy,2011-01-21,2011-01,2011-01-17/2011-01-23,56.0
541756,POST,POSTAGE,2,2011-01-21 11:42:00,40.0,12664.0,Finland,2011-01-21,2011-01,2011-01-17/2011-01-23,80.0
541808,M,MANUAL,1,2011-01-21 14:51:00,10.0,16210.0,United Kingdom,2011-01-21,2011-01,2011-01-17/2011-01-23,10.0
541810,DOT,DOTCOM POSTAGE,1,2011-01-21 15:00:00,157.08,,United Kingdom,2011-01-21,2011-01,2011-01-17/2011-01-23,157.08
541811,DOT,DOTCOM POSTAGE,1,2011-01-21 15:01:00,171.04,,United Kingdom,2011-01-21,2011-01,2011-01-17/2011-01-23,171.04
541827,DOT,DOTCOM POSTAGE,1,2011-01-21 17:05:00,403.81,,United Kingdom,2011-01-21,2011-01,2011-01-17/2011-01-23,403.81
541830,DOT,DOTCOM POSTAGE,1,2011-01-21 17:09:00,214.42,,United Kingdom,2011-01-21,2011-01,2011-01-17/2011-01-23,214.42
541857,POST,POSTAGE,6,2011-01-23 15:17:00,18.0,12727.0,France,2011-01-23,2011-01,2011-01-17/2011-01-23,108.0
541869,DOT,DOTCOM POSTAGE,1,2011-01-24 09:35:00,144.45,,United Kingdom,2011-01-24,2011-01,2011-01-24/2011-01-30,144.45
541870,DOT,DOTCOM POSTAGE,1,2011-01-24 09:39:00,105.71,,United Kingdom,2011-01-24,2011-01,2011-01-24/2011-01-30,105.71
541871,DOT,DOTCOM POSTAGE,1,2011-01-24 09:41:00,127.09,,United Kingdom,2011-01-24,2011-01,2011-01-24/2011-01-30,127.09
541877,POST,POSTAGE,2,2011-01-24 10:12:00,18.0,12559.0,Germany,2011-01-24,2011-01,2011-01-24/2011-01-30,36.0
541878,DOT,DOTCOM POSTAGE,1,2011-01-24 10:28:00,161.08,,United Kingdom,2011-01-24,2011-01,2011-01-24/2011-01-30,161.08
541879,DOT,DOTCOM POSTAGE,1,2011-01-24 10:31:00,80.46,,United Kingdom,2011-01-24,2011-01,2011-01-24/2011-01-30,80.46
541962,POST,POSTAGE,2,2011-01-24 12:58:00,18.0,12693.0,Germany,2011-01-24,2011-01,2011-01-24/2011-01-30,36.0
541965,POST,POSTAGE,7,2011-01-24 13:27:00,18.0,12625.0,Germany,2011-01-24,2011-01,2011-01-24/2011-01-30,126.0
541969,DOT,DOTCOM POSTAGE,1,2011-01-24 13:46:00,163.67,,United Kingdom,2011-01-24,2011-01,2011-01-24/2011-01-30,163.67
541971,DOT,DOTCOM POSTAGE,1,2011-01-24 13:48:00,124.16,,United Kingdom,2011-01-24,2011-01,2011-01-24/2011-01-30,124.16
541980,POST,POSTAGE,1,2011-01-24 15:09:00,28.0,12421.0,Spain,2011-01-24,2011-01,2011-01-24/2011-01-30,28.0
541983,M,MANUAL,1,2011-01-24 15:47:00,15.0,15797.0,United Kingdom,2011-01-24,2011-01,2011-01-24/2011-01-30,15.0
541991,POST,POSTAGE,2,2011-01-25 09:11:00,15.0,12417.0,Belgium,2011-01-25,2011-01,2011-01-24/2011-01-30,30.0
541993,DOT,DOTCOM POSTAGE,1,2011-01-25 09:37:00,150.25,,United Kingdom,2011-01-25,2011-01,2011-01-24/2011-01-30,150.25
541998,POST,POSTAGE,1,2011-01-25 10:42:00,40.0,12348.0,Finland,2011-01-25,2011-01,2011-01-24/2011-01-30,40.0
541999,DOT,DOTCOM POSTAGE,1,2011-01-25 10:45:00,216.11,,United Kingdom,2011-01-25,2011-01,2011-01-24/2011-01-30,216.11
542080,POST,POSTAGE,5,2011-01-25 12:16:00,18.0,13815.0,Germany,2011-01-25,2011-01,2011-01-24/2011-01-30,90.0
542115,DOT,DOTCOM POSTAGE,1,2011-01-25 14:01:00,247.54,,United Kingdom,2011-01-25,2011-01,2011-01-24/2011-01-30,247.54
542128,POST,POSTAGE,2,2011-01-25 15:13:00,18.0,12609.0,Germany,2011-01-25,2011-01,2011-01-24/2011-01-30,36.0
542132,POST,POSTAGE,2,2011-01-25 15:59:00,18.0,12691.0,France,2011-01-25,2011-01,2011-01-24/2011-01-30,36.0
542147,POST,POSTAGE,4,2011-01-26 10:02:00,28.0,12782.0,Portugal,2011-01-26,2011-01,2011-01-24/2011-01-30,112.0
542215,POST,POSTAGE,3,2011-01-26 12:27:00,18.0,12472.0,Germany,2011-01-26,2011-01,2011-01-24/2011-01-30,54.0
542229,POST,POSTAGE,1,2011-01-26 13:38:00,18.0,12474.0,Germany,2011-01-26,2011-01,2011-01-24/2011-01-30,18.0
542238,POST,POSTAGE,3,2011-01-26 14:35:00,28.0,12591.0,Italy,2011-01-26,2011-01,2011-01-24/2011-01-30,84.0
542252,DOT,DOTCOM POSTAGE,1,2011-01-26 16:01:00,200.38,,United Kingdom,2011-01-26,2011-01,2011-01-24/2011-01-30,200.38
542255,DOT,DOTCOM POSTAGE,1,2011-01-26 16:43:00,246.37,,United Kingdom,2011-01-26,2011-01,2011-01-24/2011-01-30,246.37
542344,DOT,DOTCOM POSTAGE,1,2011-01-27 11:30:00,200.33,,United Kingdom,2011-01-27,2011-01,2011-01-24/2011-01-30,200.33
542369,POST,POSTAGE,1,2011-01-27 13:08:00,18.0,12645.0,Germany,2011-01-27,2011-01,2011-01-24/2011-01-30,18.0
542371,POST,POSTAGE,2,2011-01-27 13:29:00,18.0,12468.0,Germany,2011-01-27,2011-01,2011-01-24/2011-01-30,36.0
542375,POST,POSTAGE,2,2011-01-27 13:42:00,18.0,12626.0,Germany,2011-01-27,2011-01,2011-01-24/2011-01-30,36.0
542398,M,MANUAL,1,2011-01-27 15:36:00,4.0,13174.0,United Kingdom,2011-01-27,2011-01,2011-01-24/2011-01-30,4.0
542425,POST,POSTAGE,2,2011-01-28 09:20:00,18.0,12574.0,France,2011-01-28,2011-01,2011-01-24/2011-01-30,36.0
542433,POST,POSTAGE,2,2011-01-28 10:45:00,18.0,12726.0,France,2011-01-28,2011-01,2011-01-24/2011-01-30,36.0
542535,POST,POSTAGE,3,2011-01-28 13:37:00,18.0,12735.0,France,2011-01-28,2011-01,2011-01-24/2011-01-30,54.0
542541,DOT,DOTCOM POSTAGE,1,2011-01-28 14:25:00,223.89,,United Kingdom,2011-01-28,2011-01,2011-01-24/2011-01-30,223.89
542586,POST,POSTAGE,2,2011-01-28 15:45:00,40.0,12377.0,Switzerland,2011-01-28,2011-01,2011-01-24/2011-01-30,80.0
542621,POST,POSTAGE,3,2011-01-31 09:05:00,18.0,12528.0,Germany,2011-01-31,2011-01,2011-01-31/2011-02-06,54.0
542622,DOT,DOTCOM POSTAGE,1,2011-01-31 09:09:00,230.61,,United Kingdom,2011-01-31,2011-01,2011-01-31/2011-02-06,230.61
542624,DOT,DOTCOM POSTAGE,1,2011-01-31 09:48:00,188.88,,United Kingdom,2011-01-31,2011-01,2011-01-31/2011-02-06,188.88
542625,DOT,DOTCOM POSTAGE,1,2011-01-31 09:50:00,192.21,,United Kingdom,2011-01-31,2011-01,2011-01-31/2011-02-06,192.21
542626,POST,POSTAGE,2,2011-01-31 09:51:00,18.0,12720.0,Germany,2011-01-31,2011-01,2011-01-31/2011-02-06,36.0
542648,POST,POSTAGE,5,2011-01-31 11:46:00,18.0,12476.0,Germany,2011-01-31,2011-01,2011-01-31/2011-02-06,90.0
542664,DOT,DOTCOM POSTAGE,1,2011-01-31 12:14:00,157.76,,United Kingdom,2011-01-31,2011-01,2011-01-31/2011-02-06,157.76
542713,POST,POSTAGE,7,2011-01-31 13:27:00,18.0,12668.0,Germany,2011-01-31,2011-01,2011-01-31/2011-02-06,126.0
542717,M,MANUAL,1,2011-01-31 14:07:00,2.95,17580.0,United Kingdom,2011-01-31,2011-01,2011-01-31/2011-02-06,2.95
542720,POST,POSTAGE,1,2011-01-31 14:35:00,15.0,12778.0,Netherlands,2011-01-31,2011-01,2011-01-31/2011-02-06,15.0
542735,POST,POSTAGE,3,2011-01-31 15:36:00,18.0,12681.0,France,2011-01-31,2011-01,2011-01-31/2011-02-06,54.0
542782,POST,POSTAGE,2,2011-02-01 10:00:00,18.0,12712.0,Germany,2011-02-01,2011-02,2011-01-31/2011-02-06,36.0
542794,DOT,DOTCOM POSTAGE,1,2011-02-01 10:56:00,86.77,,United Kingdom,2011-02-01,2011-02,2011-01-31/2011-02-06,86.77
542887,POST,POSTAGE,1,2011-02-01 13:10:00,40.0,12373.0,Austria,2011-02-01,2011-02,2011-01-31/2011-02-06,40.0
542894,POST,POSTAGE,2,2011-02-01 13:45:00,15.0,12775.0,Netherlands,2011-02-01,2011-02,2011-01-31/2011-02-06,30.0
542904,POST,POSTAGE,3,2011-02-01 14:58:00,18.0,12682.0,France,2011-02-01,2011-02,2011-01-31/2011-02-06,54.0
542905,POST,POSTAGE,1,2011-02-01 15:11:00,28.0,12540.0,Spain,2011-02-01,2011-02,2011-01-31/2011-02-06,28.0
542906,DOT,DOTCOM POSTAGE,1,2011-02-01 15:12:00,189.59,,United Kingdom,2011-02-01,2011-02,2011-01-31/2011-02-06,189.59
542911,POST,POSTAGE,1,2011-02-01 15:41:00,40.0,12676.0,Sweden,2011-02-01,2011-02,2011-01-31/2011-02-06,40.0
542922,POST,POSTAGE,2,2011-02-02 09:06:00,18.0,12682.0,France,2011-02-02,2011-02,2011-01-31/2011-02-06,36.0
542997,DOT,DOTCOM POSTAGE,1,2011-02-02 12:16:00,108.75,,United Kingdom,2011-02-02,2011-02,2011-01-31/2011-02-06,108.75
542998,DOT,DOTCOM POSTAGE,1,2011-02-02 12:16:00,172.42,,United Kingdom,2011-02-02,2011-02,2011-01-31/2011-02-06,172.42
542999,DOT,DOTCOM POSTAGE,1,2011-02-02 12:16:00,142.29,,United Kingdom,2011-02-02,2011-02,2011-01-31/2011-02-06,142.29
543000,DOT,DOTCOM POSTAGE,1,2011-02-02 12:17:00,259.75,,United Kingdom,2011-02-02,2011-02,2011-01-31/2011-02-06,259.75
543013,DOT,DOTCOM POSTAGE,1,2011-02-02 13:35:00,174.12,,United Kingdom,2011-02-02,2011-02,2011-01-31/2011-02-06,174.12
543017,M,MANUAL,1,2011-02-02 14:17:00,15.0,13199.0,United Kingdom,2011-02-02,2011-02,2011-01-31/2011-02-06,15.0
543027,POST,POSTAGE,1,2011-02-02 14:51:00,40.0,12414.0,Austria,2011-02-02,2011-02,2011-01-31/2011-02-06,40.0
543030,POST,POSTAGE,1,2011-02-02 15:22:00,18.0,12437.0,France,2011-02-02,2011-02,2011-01-31/2011-02-06,18.0
543037,POST,POSTAGE,1,2011-02-02 16:01:00,40.0,12350.0,Norway,2011-02-02,2011-02,2011-01-31/2011-02-06,40.0
543048,POST,POSTAGE,3,2011-02-03 09:58:00,18.0,12600.0,Germany,2011-02-03,2011-02,2011-01-31/2011-02-06,54.0
543055,POST,POSTAGE,4,2011-02-03 10:41:00,28.0,12502.0,Spain,2011-02-03,2011-02,2011-01-31/2011-02-06,112.0
543056,POST,POSTAGE,6,2011-02-03 10:47:00,18.0,12471.0,Germany,2011-02-03,2011-02,2011-01-31/2011-02-06,108.0
543097,DOT,DOTCOM POSTAGE,1,2011-02-03 11:41:00,168.53,,United Kingdom,2011-02-03,2011-02,2011-01-31/2011-02-06,168.53
543117,POST,POSTAGE,3,2011-02-03 13:30:00,15.0,12464.0,Belgium,2011-02-03,2011-02,2011-01-31/2011-02-06,45.0
543121,POST,POSTAGE,2,2011-02-03 13:58:00,18.0,12662.0,Germany,2011-02-03,2011-02,2011-01-31/2011-02-06,36.0
543134,M,MANUAL,1,2011-02-03 15:28:00,15.0,15885.0,United Kingdom,2011-02-03,2011-02,2011-01-31/2011-02-06,15.0
543171,DOT,DOTCOM POSTAGE,1,2011-02-04 09:11:00,230.08,,United Kingdom,2011-02-04,2011-02,2011-01-31/2011-02-06,230.08
543172,DOT,DOTCOM POSTAGE,1,2011-02-04 09:11:00,164.46,,United Kingdom,2011-02-04,2011-02,2011-01-31/2011-02-06,164.46
543180,POST,POSTAGE,4,2011-02-04 10:38:00,40.0,12410.0,Switzerland,2011-02-04,2011-02,2011-01-31/2011-02-06,160.0
543182,DOT,DOTCOM POSTAGE,1,2011-02-04 10:40:00,208.12,,United Kingdom,2011-02-04,2011-02,2011-01-31/2011-02-06,208.12
543188,POST,POSTAGE,6,2011-02-04 11:45:00,18.0,12567.0,France,2011-02-04,2011-02,2011-01-31/2011-02-06,108.0
543200,DOT,DOTCOM POSTAGE,1,2011-02-04 13:03:00,166.92,,United Kingdom,2011-02-04,2011-02,2011-01-31/2011-02-06,166.92
543201,DOT,DOTCOM POSTAGE,1,2011-02-04 13:03:00,212.04,,United Kingdom,2011-02-04,2011-02,2011-01-31/2011-02-06,212.04
543345,DOT,DOTCOM POSTAGE,1,2011-02-07 12:29:00,183.09,,United Kingdom,2011-02-07,2011-02,2011-02-07/2011-02-13,183.09
543358,DOT,DOTCOM POSTAGE,1,2011-02-07 14:04:00,218.26,,United Kingdom,2011-02-07,2011-02,2011-02-07/2011-02-13,218.26
543387,POST,POSTAGE,10,2011-02-08 09:41:00,15.0,14646.0,Netherlands,2011-02-08,2011-02,2011-02-07/2011-02-13,150.0
543399,DOT,DOTCOM POSTAGE,1,2011-02-08 11:07:00,171.42,,United Kingdom,2011-02-08,2011-02,2011-02-07/2011-02-13,171.42
543450,DOT,DOTCOM POSTAGE,1,2011-02-08 12:12:00,110.13,,United Kingdom,2011-02-08,2011-02,2011-02-07/2011-02-13,110.13
543451,DOT,DOTCOM POSTAGE,1,2011-02-08 12:13:00,179.29,,United Kingdom,2011-02-08,2011-02,2011-02-07/2011-02-13,179.29
543459,POST,POSTAGE,2,2011-02-08 13:28:00,18.0,12599.0,France,2011-02-08,2011-02,2011-02-07/2011-02-13,36.0
543461,DOT,DOTCOM POSTAGE,1,2011-02-08 13:35:00,153.71,,United Kingdom,2011-02-08,2011-02,2011-02-07/2011-02-13,153.71
543467,DOT,DOTCOM POSTAGE,1,2011-02-08 14:35:00,234.92,,United Kingdom,2011-02-08,2011-02,2011-02-07/2011-02-13,234.92
543484,POST,POSTAGE,3,2011-02-09 10:11:00,18.0,12721.0,France,2011-02-09,2011-02,2011-02-07/2011-02-13,54.0
543492,POST,POSTAGE,1,2011-02-09 10:41:00,18.0,12720.0,Germany,2011-02-09,2011-02,2011-02-07/2011-02-13,18.0
543530,DOT,DOTCOM POSTAGE,1,2011-02-09 12:46:00,213.15,,United Kingdom,2011-02-09,2011-02,2011-02-07/2011-02-13,213.15
543532,DOT,DOTCOM POSTAGE,1,2011-02-09 12:59:00,225.17,,United Kingdom,2011-02-09,2011-02,2011-02-07/2011-02-13,225.17
543533,DOT,DOTCOM POSTAGE,1,2011-02-09 13:00:00,254.08,,United Kingdom,2011-02-09,2011-02,2011-02-07/2011-02-13,254.08
543537,POST,POSTAGE,1,2011-02-09 13:50:00,15.0,12401.0,Belgium,2011-02-09,2011-02,2011-02-07/2011-02-13,15.0
543541,POST,POSTAGE,6,2011-02-09 14:44:00,28.0,12462.0,Spain,2011-02-09,2011-02,2011-02-07/2011-02-13,168.0
543543,M,MANUAL,1,2011-02-09 15:33:00,2.95,17843.0,United Kingdom,2011-02-09,2011-02,2011-02-07/2011-02-13,2.95
543543,M,MANUAL,24,2011-02-09 15:33:00,0.2,17843.0,United Kingdom,2011-02-09,2011-02,2011-02-07/2011-02-13,4.800000000000001
543546,DOT,DOTCOM POSTAGE,1,2011-02-09 16:52:00,206.15,,United Kingdom,2011-02-09,2011-02,2011-02-07/2011-02-13,206.15
543550,POST,POSTAGE,1,2011-02-10 09:43:00,18.0,12601.0,Germany,2011-02-10,2011-02,2011-02-07/2011-02-13,18.0
543625,POST,POSTAGE,2,2011-02-10 15:38:00,18.0,12583.0,France,2011-02-10,2011-02,2011-02-07/2011-02-13,36.0
543629,DOT,DOTCOM POSTAGE,1,2011-02-10 15:55:00,208.92,,United Kingdom,2011-02-10,2011-02,2011-02-07/2011-02-13,208.92
543660,DOT,DOTCOM POSTAGE,1,2011-02-11 10:40:00,248.48,,United Kingdom,2011-02-11,2011-02,2011-02-07/2011-02-13,248.48
543732,DOT,DOTCOM POSTAGE,1,2011-02-11 12:02:00,198.21,,United Kingdom,2011-02-11,2011-02,2011-02-07/2011-02-13,198.21
543733,POST,POSTAGE,1,2011-02-11 12:16:00,15.0,12395.0,Belgium,2011-02-11,2011-02,2011-02-07/2011-02-13,15.0
543822,POST,POSTAGE,3,2011-02-14 09:24:00,28.0,12507.0,Spain,2011-02-14,2011-02,2011-02-14/2011-02-20,84.0
543826,DOT,DOTCOM POSTAGE,1,2011-02-14 09:41:00,168.19,,United Kingdom,2011-02-14,2011-02,2011-02-14/2011-02-20,168.19
543833,POST,POSTAGE,1,2011-02-14 10:24:00,18.0,12476.0,Germany,2011-02-14,2011-02,2011-02-14/2011-02-20,18.0
543900,POST,POSTAGE,3,2011-02-14 12:11:00,18.0,12621.0,Germany,2011-02-14,2011-02,2011-02-14/2011-02-20,54.0
543909,DOT,DOTCOM POSTAGE,1,2011-02-14 12:32:00,127.24,,United Kingdom,2011-02-14,2011-02,2011-02-14/2011-02-20,127.24
543985,DOT,DOTCOM POSTAGE,1,2011-02-15 09:44:00,138.5,,United Kingdom,2011-02-15,2011-02,2011-02-14/2011-02-20,138.5
544069,POST,POSTAGE,2,2011-02-15 14:17:00,18.0,12616.0,France,2011-02-15,2011-02,2011-02-14/2011-02-20,36.0
544087,M,MANUAL,1,2011-02-15 17:02:00,3.75,17530.0,United Kingdom,2011-02-15,2011-02,2011-02-14/2011-02-20,3.75
544087,M,MANUAL,2,2011-02-15 17:02:00,0.42,17530.0,United Kingdom,2011-02-15,2011-02,2011-02-14/2011-02-20,0.84
544089,DOT,DOTCOM POSTAGE,1,2011-02-15 17:51:00,111.86,,United Kingdom,2011-02-15,2011-02,2011-02-14/2011-02-20,111.86
544115,POST,POSTAGE,5,2011-02-16 11:45:00,18.0,12727.0,France,2011-02-16,2011-02,2011-02-14/2011-02-20,90.0
544157,POST,POSTAGE,2,2011-02-16 12:46:00,18.0,12372.0,Denmark,2011-02-16,2011-02,2011-02-14/2011-02-20,36.0
544186,DOT,DOTCOM POSTAGE,1,2011-02-16 15:56:00,149.49,,United Kingdom,2011-02-16,2011-02,2011-02-14/2011-02-20,149.49
544193,POST,POSTAGE,5,2011-02-17 08:23:00,15.0,12431.0,Belgium,2011-02-17,2011-02,2011-02-14/2011-02-20,75.0
544200,POST,POSTAGE,2,2011-02-17 10:08:00,18.0,12494.0,France,2011-02-17,2011-02,2011-02-14/2011-02-20,36.0
544201,DOT,DOTCOM POSTAGE,1,2011-02-17 10:11:00,213.08,,United Kingdom,2011-02-17,2011-02,2011-02-14/2011-02-20,213.08
544202,DOT,DOTCOM POSTAGE,1,2011-02-17 10:29:00,143.04,,United Kingdom,2011-02-17,2011-02,2011-02-14/2011-02-20,143.04
544203,POST,POSTAGE,3,2011-02-17 10:30:00,15.0,12362.0,Belgium,2011-02-17,2011-02,2011-02-14/2011-02-20,45.0
